year,sex,profession,income
51,F,fisher,4094.93
51,M,farmer,2523.73
51,F,homemaker,-374.68
51,M,fisher,3807.38
51,F,service provider,7129.83
51,M,fisher,3582.13
51,F,service provider,7408.27
51,F,service provider,7540.72
51,M,farmer,1907.62
51,M,farmer,1937.90
51,F,craftsman,5865.94
51,X,unemployed,-245.08
51,F,farmer,1891.12
51,M,farmer,1812.37
51,M,fisher,3635.02
51,F,craftsman,4758.62
51,M,homemaker,-210.94
51,F,service provider,6860.69
51,F,civil servant,7136.66
51,F,homemaker,-180.83
51,M,fisher,3216.59
51,M,civil servant,6608.03
51,M,civil servant,6310.84
51,F,homemaker,-158.05
51,M,craftsman,5424.32
51,F,unemployed,-147.44
51,F,craftsman,5207.07
51,F,fisher,3160.17
51,M,farmer,1300.21
51,F,homemaker,-126.25
51,F,homemaker,-125.81
51,F,craftsman,4970.43
51,F,fisher,3003.04
51,M,farmer,1505.74
51,F,unemployed,-100.28
51,M,homemaker,-104.73
51,F,unemployed,-107.12
51,F,craftsman,4714.71
51,F,fisher,2880.62
51,M,farmer,1535.43
51,M,craftsman,4619.49
51,F,farmer,1573.88
51,F,civil servant,5852.69
51,F,unemployed,-70.24
51,M,farmer,1427.04
51,M,fisher,2782.67
51,M,craftsman,4488.80
51,M,farmer,1345.66
51,F,civil servant,5298.04
51,F,homemaker,-53.94
51,F,fisher,2750.00
51,M,service provider,5572.71
51,M,unemployed,-52.40
51,F,service provider,5500.42
51,X,fisher,2655.90
51,F,craftsman,4356.20
51,M,service provider,5415.26
51,F,civil servant,5056.09
51,F,service provider,5010.70
51,F,homemaker,-23.07
51,F,fisher,2646.09
51,F,fisher,2674.58
51,M,homemaker,-22.64
51,M,homemaker,-23.56
51,X,civil servant,5273.30
51,F,farmer,1364.06
51,X,craftsman,4033.55
51,M,homemaker,-8.87
51,F,craftsman,3799.24
51,F,homemaker,-9.45
51,M,service provider,5155.95
51,F,service provider,4905.89
51,M,craftsman,3871.76
51,F,service provider,4891.24
51,F,farmer,1215.42
51,F,fisher,2517.01
51,F,civil servant,4726.71
51,F,service provider,4744.87
51,F,homemaker,4.06
51,F,farmer,1278.79
51,M,fisher,2373.65
51,M,fisher,2428.76
51,F,homemaker,16.07
51,M,unemployed,15.60
51,M,farmer,1254.54
51,F,fisher,2424.22
51,F,fisher,2443.99
51,F,farmer,1210.87
51,F,craftsman,3575.11
51,F,civil servant,4351.87
51,F,unemployed,26.81
51,F,craftsman,3536.15
51,F,craftsman,3556.47
51,M,craftsman,3708.48
51,F,civil servant,4405.80
51,F,civil servant,4504.70
51,M,farmer,1134.09
51,M,craftsman,3619.62
51,M,fisher,2342.32
51,M,farmer,1147.54
51,F,farmer,1112.23
51,M,unemployed,36.39
51,F,service provider,4272.34
51,F,unemployed,35.66
51,M,homemaker,47.41
51,F,farmer,1082.07
51,F,farmer,1036.36
51,F,craftsman,3340.06
51,M,farmer,1098.03
51,F,homemaker,46.08
51,F,craftsman,3439.50
51,F,service provider,4042.19
51,F,farmer,1098.03
51,F,craftsman,3342.76
51,F,fisher,2025.72
51,F,fisher,2040.54
51,M,homemaker,53.12
51,F,homemaker,51.59
51,M,fisher,2153.91
51,M,fisher,2152.95
51,M,fisher,2087.95
51,M,fisher,2062.64
51,M,craftsman,2999.17
51,M,fisher,2119.38
51,M,craftsman,3202.84
51,M,homemaker,62.75
51,M,homemaker,57.51
51,M,fisher,2040.96
51,M,civil servant,3847.61
51,M,craftsman,3027.61
51,M,civil servant,3852.18
51,M,fisher,1941.59
51,F,fisher,2050.73
51,F,homemaker,66.43
51,M,craftsman,2915.82
51,F,service provider,3628.44
51,F,farmer,943.62
51,M,service provider,3811.33
51,X,civil servant,3705.01
51,M,fisher,1807.86
51,F,homemaker,67.69
51,M,farmer,954.99
51,F,craftsman,3030.57
51,F,farmer,920.73
51,F,unemployed,72.49
51,F,farmer,973.75
51,F,fisher,1895.23
51,X,fisher,1884.60
51,F,homemaker,78.80
51,F,farmer,898.84
51,M,fisher,1913.68
51,F,service provider,3386.63
51,M,fisher,1775.19
51,F,homemaker,82.95
51,F,service provider,3308.24
51,M,farmer,862.93
51,M,unemployed,78.51
51,M,farmer,879.09
51,F,craftsman,2661.32
51,M,service provider,3430.29
51,F,homemaker,80.55
51,F,farmer,788.82
51,F,farmer,861.52
51,M,farmer,806.37
51,X,homemaker,85.57
51,M,fisher,1755.56
51,F,craftsman,2526.95
51,M,craftsman,2596.51
51,F,service provider,3316.54
51,M,homemaker,81.69
51,M,craftsman,2495.65
51,F,farmer,833.88
51,M,craftsman,2445.76
51,M,unemployed,90.63
51,F,homemaker,87.79
51,F,fisher,1672.72
51,F,farmer,811.81
51,M,civil servant,2932.04
51,F,fisher,1514.03
51,M,civil servant,2913.71
51,F,homemaker,87.61
51,F,civil servant,2852.72
51,F,farmer,801.97
51,M,unemployed,93.53
51,F,service provider,2929.89
51,M,farmer,816.90
51,M,unemployed,90.17
51,M,farmer,767.90
51,M,unemployed,94.70
51,M,unemployed,91.80
51,M,fisher,1524.87
51,M,farmer,741.44
51,F,unemployed,93.02
51,M,fisher,1435.53
51,F,civil servant,2771.71
51,F,fisher,1506.01
51,F,homemaker,90.02
51,F,homemaker,90.65
51,F,fisher,1379.36
51,M,craftsman,2184.69
51,X,service provider,2820.69
51,M,homemaker,90.36
51,F,fisher,1443.75
51,M,homemaker,97.95
51,F,unemployed,98.50
51,F,homemaker,98.16
51,F,unemployed,96.79
51,F,civil servant,2479.87
51,M,craftsman,1999.88
51,M,craftsman,2078.73
51,M,service provider,2396.64
51,F,homemaker,90.97
51,F,homemaker,97.90
51,F,service provider,2543.41
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,X,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,X,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,X,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,X,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,F,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,F,child,0.00
51,M,child,0.00
51,M,child,0.00
52,M,farmer,2972.51
52,F,farmer,3002.11
52,F,service provider,9538.31
52,M,civil servant,8686.18
52,M,retired,3961.94
52,F,retired,1961.53
52,M,retired,4488.47
52,F,farmer,3297.86
52,F,fisher,3408.88
52,M,service provider,11136.62
52,F,fisher,3264.14
52,F,homemaker,-672.13
52,F,fisher,3864.58
52,X,retired,4197.84
52,F,craftsman,8131.84
52,F,unemployed,-541.49
52,M,homemaker,-585.77
52,M,fisher,3244.02
52,M,service provider,8828.09
52,M,farmer,3692.65
52,M,homemaker,-556.08
52,M,homemaker,-543.39
52,F,retired,1881.82
52,F,retired,4655.21
52,F,farmer,3453.45
52,M,retired,-931.16
52,M,farmer,2990.12
52,F,fisher,4422.91
52,F,retired,-219.20
52,F,retired,4559.68
52,X,farmer,3102.11
52,M,unemployed,-468.62
52,M,farmer,3726.24
52,F,retired,729.68
52,M,retired,2033.59
52,M,retired,3647.37
52,F,retired,3454.73
52,F,homemaker,-581.03
52,F,civil servant,11541.50
52,F,farmer,3589.51
52,M,service provider,11696.68
52,F,retired,1344.58
52,F,retired,1899.17
52,F,farmer,3616.38
52,M,craftsman,7907.05
52,F,retired,1419.92
52,M,homemaker,-721.71
52,F,homemaker,-317.14
52,F,service provider,8032.07
52,X,farmer,4092.59
52,F,fisher,3651.32
52,M,service provider,8888.70
52,M,craftsman,6688.48
52,M,fisher,4217.94
52,F,retired,1989.30
52,F,fisher,3757.79
52,F,retired,-823.89
52,M,retired,-824.61
52,M,retired,1329.64
52,F,fisher,4168.08
52,X,farmer,2711.79
52,M,homemaker,-478.37
52,M,craftsman,6313.81
52,M,farmer,3420.63
52,F,civil servant,10275.14
52,M,retired,1951.50
52,M,retired,4788.50
52,X,craftsman,7850.81
52,X,civil servant,9603.14
52,F,service provider,8530.86
52,M,retired,-934.15
52,X,farmer,3313.43
52,F,retired,1437.86
52,M,civil servant,8495.95
52,F,homemaker,-719.29
52,M,service provider,8977.23
52,F,retired,3801.95
52,M,retired,-689.83
52,M,retired,1638.25
52,M,civil servant,11636.79
52,M,retired,3373.89
52,F,service provider,9501.61
52,M,retired,-930.82
52,F,service provider,10648.98
52,M,homemaker,-510.34
52,F,craftsman,7479.12
52,F,retired,-1009.37
52,M,retired,3469.51
52,F,retired,1528.55
52,M,retired,4247.81
52,F,retired,-1044.98
52,M,farmer,3765.64
52,F,retired,-1090.93
52,M,retired,4810.40
52,M,craftsman,9206.92
52,F,retired,1398.77
52,F,craftsman,6622.00
52,M,fisher,3478.20
52,F,civil servant,9536.23
52,M,retired,-1099.84
52,F,farmer,3215.03
52,F,craftsman,6881.54
52,M,craftsman,7888.68
52,M,fisher,3377.48
52,M,craftsman,7412.70
52,F,fisher,4332.77
52,F,craftsman,7276.74
52,F,retired,1782.52
52,M,craftsman,8519.63
52,F,retired,-971.29
52,M,retired,3682.16
52,M,civil servant,7996.14
52,M,craftsman,6149.46
52,M,retired,-970.14
52,M,civil servant,10722.82
52,M,retired,5257.41
52,F,retired,702.76
52,F,craftsman,7055.23
52,F,civil servant,9225.46
52,M,homemaker,-737.89
52,F,service provider,9943.53
52,F,retired,3368.56
52,F,service provider,9310.29
52,F,homemaker,-635.68
52,F,fisher,3299.08
52,F,civil servant,9963.58
52,M,fisher,3444.71
52,M,retired,1360.53
52,F,fisher,3495.56
52,F,service provider,10376.27
52,M,civil servant,9634.13
52,M,civil servant,9716.50
52,F,fisher,3311.70
52,M,farmer,3729.76
52,F,homemaker,-406.57
52,M,fisher,3196.59
52,F,service provider,7444.82
52,M,fisher,3057.55
52,F,service provider,8049.36
52,F,service provider,7431.28
52,M,farmer,2947.40
52,M,farmer,2986.40
52,F,craftsman,5941.48
52,X,unemployed,-269.31
52,F,farmer,3027.45
52,M,farmer,2771.27
52,M,fisher,2993.74
52,F,craftsman,5061.00
52,M,homemaker,-234.83
52,F,service provider,7189.03
52,F,civil servant,7107.17
52,F,homemaker,-195.15
52,M,fisher,2842.17
52,M,civil servant,6690.63
52,M,civil servant,7002.37
52,F,homemaker,-182.44
52,M,craftsman,5604.76
52,F,unemployed,-164.85
52,F,craftsman,5033.58
52,F,fisher,2663.46
52,M,farmer,2191.27
52,F,homemaker,-144.32
52,F,homemaker,-145.64
52,F,craftsman,5125.19
52,F,fisher,2458.13
52,M,farmer,2379.70
52,F,unemployed,-122.36
52,M,homemaker,-123.85
52,F,unemployed,-115.23
52,F,craftsman,4683.17
52,F,fisher,2519.32
52,M,farmer,2220.92
52,M,craftsman,4603.38
52,F,farmer,2321.86
52,F,civil servant,5990.82
52,F,unemployed,-82.57
52,M,farmer,2336.43
52,M,fisher,2334.43
52,M,craftsman,4386.57
52,M,farmer,2257.33
52,F,civil servant,5374.44
52,F,homemaker,-66.00
52,F,fisher,2307.96
52,M,service provider,5694.46
52,M,unemployed,-65.31
52,F,service provider,5597.42
52,X,fisher,2200.34
52,F,craftsman,4498.52
52,M,service provider,5480.93
52,F,civil servant,5290.18
52,F,service provider,5384.39
52,F,homemaker,-34.65
52,F,fisher,2174.19
52,F,fisher,2163.57
52,M,homemaker,-34.16
52,M,homemaker,-35.78
52,X,civil servant,5005.84
52,F,farmer,2175.71
52,X,craftsman,4062.07
52,M,homemaker,-19.71
52,F,craftsman,4040.03
52,F,homemaker,-20.46
52,M,service provider,4894.59
52,F,service provider,5183.46
52,M,craftsman,3895.92
52,F,service provider,5041.57
52,F,farmer,2057.68
52,F,fisher,2089.63
52,F,civil servant,4807.83
52,F,service provider,4954.83
52,F,homemaker,-6.19
52,F,farmer,1932.52
52,M,fisher,1972.90
52,M,fisher,2040.01
52,F,homemaker,6.59
52,M,unemployed,6.66
52,M,farmer,1957.38
52,F,fisher,1995.37
52,F,fisher,2034.71
52,F,farmer,1966.89
52,F,craftsman,3722.77
52,F,civil servant,4459.89
52,F,unemployed,18.40
52,F,craftsman,3649.07
52,F,craftsman,3594.57
52,M,craftsman,3828.23
52,F,civil servant,4760.57
52,F,civil servant,4430.61
52,M,farmer,1747.48
52,M,craftsman,3420.01
52,M,fisher,1840.97
52,M,farmer,1757.56
52,F,farmer,1751.64
52,M,unemployed,30.36
52,F,service provider,4258.62
52,F,unemployed,29.20
52,M,homemaker,37.34
52,F,farmer,1688.90
52,F,farmer,1662.44
52,F,craftsman,3462.42
52,M,farmer,1701.35
52,F,homemaker,39.44
52,F,craftsman,3483.66
52,F,service provider,4176.28
52,F,farmer,1803.56
52,F,craftsman,3237.42
52,F,fisher,1681.29
52,F,fisher,1697.80
52,M,homemaker,45.76
52,F,homemaker,44.54
52,M,fisher,1650.66
52,M,fisher,1681.60
52,M,fisher,1662.09
52,M,fisher,1598.52
52,M,craftsman,3087.45
52,M,fisher,1701.76
52,M,craftsman,3191.10
52,M,homemaker,52.96
52,M,homemaker,53.77
52,M,fisher,1667.40
52,M,civil servant,4141.11
52,M,craftsman,3384.39
52,M,civil servant,3790.83
52,M,fisher,1688.85
52,F,fisher,1536.94
52,F,homemaker,57.76
52,M,craftsman,3249.25
52,F,service provider,4000.38
52,F,farmer,1600.36
52,M,service provider,4054.04
52,X,civil servant,3701.88
52,M,fisher,1486.26
52,F,homemaker,65.68
52,M,farmer,1477.57
52,F,craftsman,3109.73
52,F,farmer,1584.55
52,F,unemployed,63.66
52,F,farmer,1576.44
52,F,fisher,1427.51
52,X,fisher,1494.33
52,F,homemaker,71.01
52,F,farmer,1491.23
52,M,fisher,1549.82
52,F,service provider,3719.54
52,M,fisher,1532.05
52,F,homemaker,78.55
52,F,service provider,3613.60
52,M,farmer,1406.07
52,M,unemployed,77.46
52,M,farmer,1399.73
52,F,craftsman,2924.33
52,M,service provider,3619.12
52,F,homemaker,79.32
52,F,farmer,1373.70
52,F,farmer,1428.57
52,M,farmer,1324.12
52,X,homemaker,81.20
52,M,fisher,1440.54
52,F,craftsman,2641.12
52,M,craftsman,2691.26
52,F,service provider,3214.95
52,M,homemaker,82.91
52,M,craftsman,2572.66
52,F,farmer,1291.64
52,M,craftsman,2706.13
52,M,unemployed,80.54
52,F,homemaker,81.75
52,F,fisher,1303.72
52,F,farmer,1371.29
52,M,civil servant,3187.76
52,F,fisher,1317.17
52,M,civil servant,2971.04
52,F,homemaker,89.75
52,F,civil servant,3136.57
52,F,farmer,1324.78
52,M,unemployed,90.15
52,F,service provider,3148.89
52,M,farmer,1243.78
52,M,unemployed,92.60
52,M,farmer,1165.48
52,M,unemployed,85.52
52,M,fisher,1175.99
52,M,fisher,1243.74
52,M,farmer,1212.46
52,F,unemployed,90.78
52,M,fisher,1225.91
52,F,civil servant,2819.16
52,F,fisher,1229.78
52,F,homemaker,89.63
52,F,homemaker,92.98
52,F,fisher,1206.71
52,M,craftsman,2269.72
52,X,service provider,2952.18
52,M,homemaker,92.97
52,F,fisher,1162.97
52,M,homemaker,93.82
52,F,unemployed,89.02
52,F,homemaker,90.99
52,F,unemployed,95.16
52,F,civil servant,2680.49
52,M,craftsman,2139.95
52,M,craftsman,2112.58
52,M,service provider,2585.81
52,F,homemaker,94.30
52,F,homemaker,94.25
52,F,service provider,2486.18
52,F,service provider,2355.95
52,M,homemaker,98.76
52,M,civil servant,2441.81
52,M,fisher,1037.88
52,M,craftsman,1996.65
52,M,homemaker,97.22
52,F,fisher,1068.36
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,X,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,X,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,X,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,X,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,F,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,M,child,0.00
52,F,child,0.00
52,X,child,0.00
52,F,child,0.00
52,F,child,0.00
52,M,child,0.00
53,M,farmer,3285.51
53,F,farmer,3224.14
53,F,service provider,9923.37
53,M,civil servant,8468.30
53,M,retired,4168.45
53,F,retired,2173.71
53,M,retired,4384.05
53,F,farmer,3388.68
53,F,fisher,3328.17
53,M,retired,4059.38
53,F,fisher,3257.50
53,F,homemaker,-690.66
53,F,fisher,4241.73
53,X,retired,4109.39
53,F,craftsman,8701.62
53,F,fisher,2091.42
53,M,homemaker,-630.09
53,M,fisher,3500.02
53,M,service provider,9235.39
53,M,farmer,3766.02
53,M,homemaker,-599.51
53,M,homemaker,-578.51
53,F,retired,1913.24
53,F,retired,4657.37
53,F,farmer,3636.76
53,M,retired,-960.25
53,M,farmer,3171.51
53,F,fisher,4729.47
53,F,retired,-241.95
53,F,retired,4605.07
53,X,farmer,3104.09
53,M,unemployed,-528.93
53,M,farmer,3448.13
53,F,retired,731.46
53,M,retired,3852.00
53,F,retired,3502.67
53,F,homemaker,-631.85
53,F,retired,3917.09
53,F,farmer,3513.40
53,M,retired,4166.87
53,F,retired,1439.11
53,F,farmer,3457.22
53,M,retired,2365.82
53,F,retired,1424.84
53,M,homemaker,-794.26
53,F,homemaker,-348.86
53,F,service provider,8540.58
53,X,farmer,4169.49
53,F,fisher,3620.81
53,M,service provider,8922.67
53,M,craftsman,7265.20
53,M,fisher,4112.04
53,F,retired,2035.29
53,F,fisher,3883.26
53,F,retired,-940.08
53,M,retired,-842.63
53,M,retired,1331.86
53,F,fisher,4550.28
53,X,farmer,2559.95
53,M,homemaker,-501.18
53,M,craftsman,6291.73
53,M,farmer,3355.66
53,F,civil servant,11240.03
53,M,retired,1934.42
53,X,craftsman,8273.71
53,X,civil servant,9002.88
53,F,service provider,9091.90
53,M,retired,-1029.31
53,X,farmer,3498.04
53,F,retired,1469.75
53,M,civil servant,8951.73
53,F,homemaker,-765.32
53,M,service provider,9398.02
53,F,retired,3960.51
53,M,retired,-724.65
53,M,retired,4191.53
53,M,retired,3336.23
53,F,service provider,10242.88
53,F,service provider,10407.58
53,M,homemaker,-551.53
53,F,craftsman,7709.32
53,F,retired,-1119.66
53,M,retired,3492.52
53,F,retired,1506.25
53,M,retired,4200.06
53,F,retired,-1079.22
53,M,farmer,4092.28
53,F,retired,-1156.63
53,M,retired,4950.47
53,M,retired,3126.31
53,F,retired,1491.20
53,F,craftsman,6859.79
53,M,fisher,3403.50
53,F,civil servant,9619.07
53,M,retired,-1143.07
53,F,farmer,3090.00
53,F,craftsman,7075.46
53,M,craftsman,7556.25
53,M,fisher,3383.12
53,M,craftsman,7942.80
53,F,fisher,4427.39
53,F,craftsman,7457.35
53,F,retired,1851.95
53,M,craftsman,8726.92
53,F,retired,-987.75
53,M,civil servant,8222.64
53,M,craftsman,5880.25
53,M,retired,-1062.52
53,M,retired,4220.35
53,F,retired,670.64
53,F,craftsman,6795.92
53,F,civil servant,9335.21
53,M,homemaker,-738.29
53,F,service provider,10288.32
53,F,retired,3475.24
53,F,service provider,9304.00
53,F,homemaker,-686.06
53,F,fisher,3344.05
53,F,civil servant,10061.22
53,M,fisher,3422.03
53,M,retired,1436.78
53,F,fisher,3674.50
53,F,service provider,10245.22
53,M,civil servant,9296.88
53,M,civil servant,9860.30
53,F,fisher,3256.87
53,M,farmer,3528.90
53,F,homemaker,-425.17
53,M,fisher,3328.86
53,F,service provider,8221.48
53,M,fisher,3161.00
53,F,service provider,7661.84
53,F,service provider,7668.85
53,M,farmer,3069.90
53,M,farmer,2846.10
53,F,craftsman,6211.29
53,X,unemployed,-303.23
53,F,farmer,2885.87
53,M,farmer,2903.36
53,M,fisher,2977.56
53,F,craftsman,5043.47
53,M,homemaker,-248.94
53,F,service provider,7158.09
53,F,civil servant,6966.25
53,F,homemaker,-234.71
53,M,fisher,2988.28
53,M,civil servant,7346.23
53,M,civil servant,7169.50
53,F,homemaker,-192.03
53,M,craftsman,5314.84
53,F,unemployed,-182.36
53,F,craftsman,5529.10
53,F,fisher,2833.33
53,M,farmer,2231.18
53,F,homemaker,-160.16
53,F,homemaker,-154.09
53,F,craftsman,5240.96
53,F,fisher,2447.17
53,M,farmer,2316.74
53,F,unemployed,-143.69
53,M,homemaker,-142.13
53,F,unemployed,-138.77
53,F,craftsman,5016.29
53,F,fisher,2585.50
53,M,farmer,2423.00
53,M,craftsman,5053.18
53,F,farmer,2382.46
53,F,civil servant,6071.87
53,F,unemployed,-97.27
53,M,farmer,2326.90
53,M,fisher,2450.40
53,M,craftsman,4935.75
53,M,farmer,2276.62
53,F,civil servant,5692.73
53,F,homemaker,-80.65
53,F,fisher,2424.21
53,M,service provider,5634.77
53,M,unemployed,-78.13
53,F,service provider,5348.62
53,X,fisher,2194.25
53,F,craftsman,4591.48
53,M,service provider,5581.94
53,F,civil servant,5349.60
53,F,service provider,5780.13
53,F,homemaker,-49.19
53,F,fisher,2195.23
53,F,fisher,2143.26
53,M,homemaker,-49.74
53,M,homemaker,-47.31
53,X,civil servant,5180.83
53,F,farmer,2148.34
53,X,craftsman,4180.36
53,M,homemaker,-32.60
53,F,craftsman,4187.01
53,F,homemaker,-32.72
53,M,service provider,4976.15
53,F,service provider,5144.54
53,M,craftsman,4008.93
53,F,service provider,5165.59
53,F,farmer,1887.49
53,F,fisher,2140.89
53,F,civil servant,5229.68
53,F,service provider,5235.89
53,F,homemaker,-17.91
53,F,farmer,1977.98
53,M,fisher,2046.96
53,M,fisher,2153.93
53,F,homemaker,-3.74
53,M,unemployed,-3.67
53,M,farmer,1852.58
53,F,fisher,2085.96
53,F,fisher,1995.50
53,F,farmer,2007.68
53,F,craftsman,3687.21
53,F,civil servant,4749.90
53,F,unemployed,8.22
53,F,craftsman,3766.84
53,F,craftsman,4010.58
53,M,craftsman,3868.70
53,F,civil servant,4903.70
53,F,civil servant,4746.79
53,M,farmer,1772.05
53,M,craftsman,3608.68
53,M,fisher,1971.93
53,M,farmer,1893.65
53,F,farmer,1770.93
53,M,unemployed,21.24
53,F,service provider,4802.29
53,F,unemployed,19.62
53,M,homemaker,32.13
53,F,farmer,1717.22
53,F,farmer,1645.50
53,F,craftsman,3491.68
53,M,farmer,1804.93
53,F,homemaker,32.37
53,F,craftsman,3512.78
53,F,service provider,4316.39
53,F,farmer,1788.62
53,F,craftsman,3628.18
53,F,fisher,1706.43
53,F,fisher,1840.78
53,M,homemaker,37.19
53,F,homemaker,37.72
53,M,fisher,1831.97
53,M,fisher,1773.29
53,M,fisher,1735.05
53,M,fisher,1646.93
53,M,craftsman,3402.18
53,M,fisher,1645.34
53,M,craftsman,3344.43
53,M,homemaker,48.92
53,M,homemaker,45.49
53,M,fisher,1756.09
53,M,civil servant,3969.47
53,M,craftsman,3193.26
53,M,civil servant,4034.60
53,M,fisher,1649.25
53,F,fisher,1636.07
53,F,homemaker,52.99
53,M,craftsman,3107.40
53,F,service provider,3946.74
53,F,farmer,1574.17
53,M,service provider,3977.54
53,X,civil servant,3797.45
