year,sex,profession,income,age
56,M,child,0.00,1
56,F,child,0.00,1
56,X,child,0.00,1
56,F,child,0.00,0
56,X,child,0.00,0
56,M,child,0.00,0
56,M,child,0.00,0
56,F,child,0.00,0
56,F,child,0.00,0
56,F,child,0.00,0
57,M,farmer,3501.06,58
57,F,farmer,3621.89,58
57,F,retired,4277.58,65
57,M,retired,3212.30,60
57,F,retired,1211.16,62
57,F,fisher,4637.48,58
57,F,fisher,4742.09,58
57,F,retired,-940.52,66
57,F,retired,1687.10,65
57,F,retired,3409.37,67
57,F,retired,-601.73,64
57,M,retired,-829.45,64
57,M,fisher,4867.56,58
57,M,retired,3235.43,61
57,M,retired,1168.05,63
57,M,retired,-842.46,64
57,M,retired,-744.36,63
57,F,retired,1188.97,62
57,M,retired,-1280.38,72
57,M,farmer,3622.66,58
57,F,retired,1839.23,68
57,F,retired,-376.42,70
57,X,farmer,3320.39,57
57,M,retired,-722.66,62
57,M,retired,1198.26,63
57,F,retired,3971.36,73
57,F,retired,-802.30,64
57,F,retired,4405.24,69
57,F,retired,1304.93,64
57,M,retired,4502.54,69
57,F,retired,1241.73,63
57,M,retired,2606.97,69
57,F,retired,1627.21,71
57,M,retired,-980.57,68
57,F,homemaker,-487.06,57
57,F,retired,1849.47,65
57,F,retired,1340.60,60
57,M,retired,3113.74,61
57,M,retired,2461.59,60
57,M,retired,1756.23,66
57,F,retired,2284.50,76
57,F,retired,1547.98,64
57,M,retired,-1076.89,70
57,M,retired,1478.87,70
57,F,retired,1826.25,67
57,X,retired,-184.11,68
57,M,retired,-690.81,61
57,M,craftsman,7481.80,57
57,M,retired,1147.06,61
57,X,retired,3380.20,65
57,X,retired,3423.55,62
57,F,service provider,9616.81,59
57,X,retired,1125.71,62
57,F,retired,1634.15,74
57,M,civil servant,9787.65,59
57,M,retired,3309.52,62
57,F,retired,4459.09,78
57,M,retired,3798.83,70
57,F,retired,3926.60,64
57,F,retired,4495.41,67
57,M,retired,-762.50,63
57,F,retired,3202.99,64
57,M,retired,3946.69,72
57,M,retired,4768.12,83
57,M,retired,1431.84,66
57,F,retired,1615.01,72
57,F,craftsman,8041.59,59
57,M,fisher,4921.95,59
57,F,retired,3397.22,67
57,F,farmer,3787.13,59
57,F,retired,2580.97,61
57,M,retired,2853.17,63
57,M,fisher,4744.35,59
57,M,retired,2597.60,66
57,F,retired,1894.36,68
57,F,retired,2813.26,62
57,F,retired,2123.53,72
57,M,retired,3547.78,66
57,F,retired,-1270.78,73
57,M,civil servant,9732.72,57
57,M,retired,659.69,67
57,M,retired,4682.29,69
57,F,retired,2507.88,60
57,F,retired,3549.00,62
57,F,retired,3884.32,65
57,F,retired,2922.90,64
57,F,retired,-942.84,66
57,F,fisher,4580.54,57
57,F,retired,3743.04,64
57,M,fisher,4623.75,58
57,F,retired,1430.41,61
57,F,retired,4290.20,66
57,M,retired,3621.07,63
57,M,retired,4084.83,65
57,F,retired,568.61,67
57,M,retired,1226.80,63
57,F,homemaker,-593.47,59
57,M,fisher,4298.26,56
57,F,service provider,9481.23,56
57,M,fisher,4317.08,56
57,F,service provider,9269.32,56
57,F,service provider,9245.85,56
57,M,farmer,3368.30,56
57,M,farmer,3452.54,55
57,F,craftsman,6772.92,55
57,X,unemployed,-411.96,55
57,F,farmer,3550.26,55
57,M,farmer,3423.71,54
57,M,fisher,4147.60,54
57,F,craftsman,5930.01,54
57,M,homemaker,-349.50,53
57,F,service provider,8114.13,53
57,F,civil servant,8581.85,53
57,F,homemaker,-322.33,52
57,M,fisher,4091.66,52
57,M,civil servant,8361.00,52
57,M,civil servant,7528.66,51
57,F,homemaker,-293.11,51
57,M,craftsman,6105.98,51
57,F,unemployed,-280.72,50
57,F,craftsman,6354.17,50
57,F,fisher,3966.51,50
57,M,farmer,2494.74,50
57,F,homemaker,-255.77,49
57,F,homemaker,-238.53,49
57,F,craftsman,5969.47,49
57,F,fisher,3559.93,48
57,M,farmer,2839.16,48
57,F,unemployed,-225.88,48
57,M,homemaker,-217.07,48
57,F,fisher,2861.52,48
57,F,craftsman,5695.43,47
57,F,fisher,3450.11,47
57,M,farmer,2647.71,47
57,M,craftsman,5877.85,47
57,F,farmer,2682.19,47
57,F,civil servant,6610.28,46
57,F,unemployed,-168.79,46
57,M,farmer,2552.69,46
57,M,fisher,3460.22,46
57,M,craftsman,5531.24,46
57,M,farmer,2729.89,45
57,F,civil servant,6827.33,45
57,F,homemaker,-144.52,45
57,F,fisher,3287.94,45
57,M,service provider,6957.52,45
57,M,fisher,2802.49,45
57,F,service provider,6304.59,44
57,X,fisher,3263.29,44
57,F,craftsman,5102.65,44
57,M,service provider,6167.49,44
57,F,civil servant,6257.94,44
57,F,service provider,6629.70,44
57,F,homemaker,-109.00,43
57,F,fisher,3173.80,43
57,F,fisher,3256.03,43
57,M,homemaker,-106.98,43
57,M,homemaker,-107.20,43
57,X,civil servant,6061.76,43
57,F,farmer,2413.62,43
57,X,craftsman,5168.48,43
57,M,homemaker,-84.61,42
57,F,craftsman,4691.98,42
57,F,homemaker,-84.09,42
57,M,service provider,5869.58,42
57,F,service provider,5829.74,42
57,M,craftsman,4964.78,42
57,F,service provider,5892.08,42
57,F,farmer,2246.89,41
57,F,fisher,2927.99,41
57,F,civil servant,5668.36,41
57,F,service provider,5964.99,41
57,F,homemaker,-67.54,41
57,F,farmer,2236.95,41
57,M,fisher,3044.49,41
57,M,fisher,3143.13,41
57,F,homemaker,-49.22,40
57,M,unemployed,-51.88,40
57,M,farmer,2286.15,40
57,F,fisher,2798.06,40
57,F,fisher,2891.09,40
57,F,farmer,2263.55,40
57,F,craftsman,4524.17,40
57,F,civil servant,5364.09,39
57,F,unemployed,-34.21,39
57,F,craftsman,4501.31,39
57,F,craftsman,4542.11,39
57,M,craftsman,4627.41,39
57,F,civil servant,5302.43,39
57,F,civil servant,5373.04,39
57,M,farmer,2193.36,38
57,M,craftsman,4203.18,38
57,M,fisher,2737.44,38
57,M,farmer,2168.95,38
57,F,farmer,2221.57,38
57,M,unemployed,-18.70,38
57,F,service provider,5360.23,38
57,F,unemployed,-19.10,38
57,M,homemaker,-6.52,37
57,F,farmer,2178.68,37
57,F,farmer,2066.51,37
57,F,craftsman,4198.07,37
57,M,farmer,2200.66,37
57,F,homemaker,-6.56,37
57,F,craftsman,4292.92,37
57,F,service provider,5327.49,37
57,F,farmer,2011.67,37
57,F,craftsman,4068.97,36
57,F,fisher,2483.45,36
57,F,fisher,2650.34,36
57,M,homemaker,4.94,36
57,F,homemaker,4.97,36
57,M,fisher,2506.80,36
57,M,fisher,2510.03,36
57,M,fisher,2610.46,36
57,M,fisher,2598.69,35
57,M,craftsman,3863.08,35
57,M,fisher,2486.51,35
57,M,craftsman,4085.42,35
57,M,homemaker,14.88,35
57,M,homemaker,15.65,35
57,M,fisher,2606.58,35
57,M,civil servant,4665.39,35
57,M,craftsman,4097.66,35
57,M,civil servant,4633.58,34
57,M,fisher,2570.93,34
57,F,fisher,2397.97,34
57,F,homemaker,24.46,34
57,M,craftsman,3641.53,34
57,F,service provider,4741.16,34
57,F,farmer,1863.07,34
57,M,service provider,4757.28,34
57,X,civil servant,4721.68,33
57,M,fisher,2346.40,33
57,F,homemaker,34.11,33
57,M,farmer,1865.18,33
57,F,craftsman,3644.88,33
57,F,farmer,1902.76,33
57,F,unemployed,33.06,33
57,F,farmer,1932.76,33
57,F,fisher,2301.05,32
57,X,fisher,2246.83,32
57,F,homemaker,43.58,32
57,F,farmer,1856.74,32
57,M,fisher,2245.08,32
57,F,service provider,4397.04,32
57,M,fisher,2389.15,32
57,F,homemaker,50.76,31
57,F,service provider,4501.25,31
57,M,farmer,1756.06,31
57,M,unemployed,47.89,31
57,M,farmer,1780.35,31
57,F,craftsman,3583.28,31
57,M,service provider,4406.30,31
57,F,homemaker,51.47,31
57,F,farmer,1636.93,31
57,F,farmer,1766.86,30
57,M,farmer,1745.18,30
57,X,homemaker,59.54,30
57,M,fisher,2273.43,30
57,F,craftsman,3495.20,30
57,M,craftsman,3433.45,30
57,F,service provider,4190.56,30
57,M,homemaker,55.91,30
57,M,craftsman,3322.90,29
57,F,farmer,1574.96,29
57,M,craftsman,3202.57,29
57,M,unemployed,63.46,29
57,F,homemaker,60.68,29
57,F,fisher,2119.57,29
57,F,farmer,1611.00,29
57,M,civil servant,4182.20,29
57,F,fisher,2103.93,28
57,M,civil servant,4061.36,28
57,F,homemaker,68.86,28
57,F,civil servant,3921.74,28
57,F,farmer,1652.25,28
57,M,fisher,1861.03,28
57,F,service provider,3979.58,28
57,M,farmer,1548.42,28
57,M,farmer,1458.93,27
57,M,farmer,1467.12,27
57,M,unemployed,71.88,27
57,M,fisher,1951.84,27
57,M,fisher,1970.60,27
57,M,farmer,1463.65,27
57,F,unemployed,71.25,27
57,M,fisher,1964.51,27
57,F,civil servant,3758.02,26
57,F,fisher,1855.33,26
57,F,homemaker,76.16,26
57,F,homemaker,78.90,26
57,F,fisher,1848.98,26
57,M,craftsman,2827.86,26
57,X,service provider,3511.56,26
57,M,homemaker,79.84,25
57,F,fisher,1878.14,25
57,M,homemaker,82.45,25
57,F,farmer,1402.98,25
57,F,homemaker,83.72,25
57,F,unemployed,81.99,25
57,F,civil servant,3412.74,24
57,M,craftsman,2750.89,24
57,M,craftsman,2713.71,24
57,M,service provider,3389.34,24
57,F,homemaker,88.98,24
57,F,homemaker,85.30,24
57,F,service provider,3292.78,24
57,F,service provider,3290.44,23
57,M,homemaker,94.08,23
57,M,civil servant,3215.65,23
57,M,fisher,1639.67,23
57,M,craftsman,2686.27,23
57,M,homemaker,89.27,23
57,F,fisher,1707.56,23
57,F,homemaker,95.73,22
57,M,fisher,1668.06,22
57,M,service provider,3107.05,22
57,M,service provider,3040.25,22
57,F,unemployed,91.87,22
57,M,craftsman,2349.94,21
57,X,service provider,3076.45,21
57,M,fisher,1528.67,21
57,F,craftsman,2458.43,21
57,F,fisher,1636.08,21
57,F,fisher,1646.65,21
57,M,homemaker,98.84,21
57,M,homemaker,100.51,21
57,M,homemaker,100.10,21
57,F,homemaker,96.21,21
57,F,homemaker,92.91,21
57,F,craftsman,2352.88,20
57,M,farmer,1177.50,20
57,F,service provider,2855.12,20
57,M,craftsman,2389.93,20
57,F,unemployed,98.75,20
57,F,craftsman,2293.16,20
57,M,homemaker,97.26,20
57,F,fisher,1520.13,20
57,F,fisher,1530.64,20
57,F,farmer,1143.83,20
57,F,fisher,1471.72,20
57,M,craftsman,2185.33,20
57,F,craftsman,2144.55,19
57,M,homemaker,97.11,19
57,M,craftsman,2143.62,19
57,F,farmer,1121.23,19
57,M,fisher,1421.84,19
57,F,homemaker,98.98,19
57,M,civil servant,2803.42,19
57,F,farmer,1138.50,19
57,M,unemployed,102.16,19
57,F,unemployed,104.20,19
57,F,fisher,1414.87,19
57,M,farmer,1086.53,18
57,M,fisher,1323.00,18
57,F,craftsman,2091.05,18
57,M,farmer,1051.47,18
57,M,craftsman,2078.92,18
57,X,farmer,1072.10,18
57,F,craftsman,2102.70,18
57,F,farmer,1117.54,18
57,M,farmer,1041.77,18
57,F,craftsman,2109.25,18
57,F,child,0.00,17
57,M,child,0.00,17
57,F,child,0.00,17
57,M,child,0.00,17
57,F,child,0.00,17
57,F,child,0.00,17
57,F,child,0.00,17
57,M,child,0.00,17
57,F,child,0.00,16
57,F,child,0.00,16
57,M,child,0.00,16
57,F,child,0.00,16
57,F,child,0.00,16
57,F,child,0.00,16
57,F,child,0.00,16
57,M,child,0.00,16
57,M,child,0.00,15
57,F,child,0.00,15
57,M,child,0.00,15
57,M,child,0.00,15
57,M,child,0.00,15
57,M,child,0.00,15
57,F,child,0.00,15
57,M,child,0.00,14
57,X,child,0.00,14
57,F,child,0.00,14
57,F,child,0.00,14
57,M,child,0.00,14
57,X,child,0.00,14
57,M,child,0.00,14
57,F,child,0.00,14
57,M,child,0.00,13
57,F,child,0.00,13
57,F,child,0.00,13
57,F,child,0.00,13
57,M,child,0.00,13
57,F,child,0.00,13
57,F,child,0.00,13
57,M,child,0.00,13
57,F,child,0.00,12
57,F,child,0.00,12
57,M,child,0.00,12
57,F,child,0.00,12
57,M,child,0.00,12
57,F,child,0.00,12
57,F,child,0.00,12
57,M,child,0.00,12
57,M,child,0.00,12
57,F,child,0.00,12
57,M,child,0.00,11
57,F,child,0.00,11
57,M,child,0.00,11
57,F,child,0.00,11
57,M,child,0.00,11
57,F,child,0.00,11
57,M,child,0.00,11
57,F,child,0.00,11
57,M,child,0.00,11
57,M,child,0.00,10
57,F,child,0.00,10
57,M,child,0.00,10
57,M,child,0.00,10
57,M,child,0.00,10
57,M,child,0.00,10
57,M,child,0.00,10
57,M,child,0.00,10
57,M,child,0.00,10
57,F,child,0.00,9
57,F,child,0.00,9
57,F,child,0.00,9
57,M,child,0.00,9
57,M,child,0.00,9
57,M,child,0.00,9
57,F,child,0.00,9
57,F,child,0.00,9
57,F,child,0.00,8
57,M,child,0.00,8
57,F,child,0.00,8
57,M,child,0.00,8
57,F,child,0.00,8
57,F,child,0.00,8
57,F,child,0.00,8
57,M,child,0.00,7
57,M,child,0.00,7
57,F,child,0.00,7
57,M,child,0.00,7
57,M,child,0.00,7
57,M,child,0.00,7
57,M,child,0.00,6
57,F,child,0.00,6
57,M,child,0.00,6
57,F,child,0.00,6
57,M,child,0.00,6
57,M,child,0.00,6
57,M,child,0.00,5
57,M,child,0.00,5
57,F,child,0.00,5
57,X,child,0.00,5
57,F,child,0.00,5
57,F,child,0.00,5
57,M,child,0.00,5
57,F,child,0.00,4
57,F,child,0.00,4
57,M,child,0.00,4
57,M,child,0.00,4
57,M,child,0.00,4
57,F,child,0.00,4
57,X,child,0.00,4
57,M,child,0.00,3
57,F,child,0.00,3
57,M,child,0.00,3
57,X,child,0.00,3
57,M,child,0.00,3
57,F,child,0.00,3
57,M,child,0.00,3
57,F,child,0.00,3
57,M,child,0.00,3
57,F,child,0.00,2
57,M,child,0.00,2
57,F,child,0.00,2
57,F,child,0.00,2
57,M,child,0.00,2
57,F,child,0.00,2
57,X,child,0.00,2
57,F,child,0.00,1
57,X,child,0.00,1
57,M,child,0.00,1
57,M,child,0.00,1
57,F,child,0.00,1
57,F,child,0.00,1
57,F,child,0.00,1
57,F,child,0.00,0
57,F,child,0.00,0
57,F,child,0.00,0
57,F,child,0.00,0
57,M,child,0.00,0
57,F,child,0.00,0
57,M,child,0.00,0
57,M,child,0.00,0
58,M,farmer,2724.07,59
58,F,farmer,2735.49,59
58,F,retired,4356.42,66
58,M,retired,3399.61,61
58,F,retired,1214.46,63
58,F,fisher,4321.27,59
58,F,fisher,4220.36,59
58,F,retired,-1015.18,67
58,F,retired,1896.93,66
58,F,retired,3906.24,68
58,F,retired,-665.95,65
58,M,retired,-898.03,65
58,M,fisher,4416.38,59
58,M,retired,3638.96,62
58,M,retired,1278.26,64
58,M,retired,-935.47,65
58,M,retired,-866.24,64
58,F,retired,1271.89,63
58,M,retired,-1461.84,73
58,M,farmer,2871.17,59
58,F,retired,2019.64,69
58,F,retired,-406.34,71
58,X,farmer,2726.38,58
58,M,retired,-822.62,63
58,M,retired,1261.28,64
58,F,retired,4409.50,74
58,F,retired,-867.56,65
58,F,retired,4809.74,70
58,F,retired,1341.40,65
58,M,retired,5176.22,70
58,F,retired,1306.78,64
58,M,retired,2754.53,70
58,M,retired,-1125.18,69
58,F,homemaker,-581.95,58
58,F,retired,2051.88,66
58,F,retired,1427.24,61
58,M,retired,3463.80,62
58,M,retired,2832.45,61
58,F,retired,2473.78,77
58,F,retired,1662.41,65
58,M,retired,-1211.94,71
58,F,retired,1974.71,68
58,X,retired,-226.42,69
58,M,retired,-749.28,62
58,M,craftsman,7695.58,58
58,M,retired,1163.14,62
58,X,retired,3406.92,66
58,X,retired,3888.00,63
58,F,retired,3459.56,60
58,X,retired,1155.13,63
58,M,retired,3273.22,60
58,M,retired,3660.61,63
58,F,retired,5058.78,79
58,M,retired,3864.91,71
58,F,retired,4249.17,65
58,F,retired,4751.48,68
58,M,retired,-852.54,64
58,F,retired,3393.32,65
58,M,retired,4419.54,73
58,M,retired,1536.58,67
58,F,retired,1810.99,73
58,F,retired,2685.93,60
58,M,retired,1423.85,60
58,F,retired,3489.07,68
58,F,retired,1170.68,60
58,F,retired,2852.12,62
58,M,retired,3244.68,64
58,M,retired,1451.28,60
58,M,retired,2690.29,67
58,F,retired,1959.45,69
58,F,retired,2848.04,63
58,M,retired,3840.72,67
58,F,retired,-1498.06,74
58,M,civil servant,9645.43,58
58,M,retired,657.36,68
58,M,retired,5020.56,70
58,F,retired,2778.88,61
58,F,retired,3799.82,63
58,F,retired,4225.80,66
58,F,retired,3191.01,65
58,F,retired,-1003.75,67
58,F,fisher,3987.32,58
58,F,retired,3847.21,65
58,M,fisher,4082.03,59
58,F,retired,1461.76,62
58,F,retired,4689.56,67
58,M,retired,4036.15,64
58,M,retired,4433.39,66
58,M,retired,1251.63,64
58,F,retired,-653.06,60
58,M,fisher,4157.50,57
58,F,service provider,9437.93,57
58,M,fisher,4062.28,57
58,F,service provider,9579.90,57
58,F,service provider,9963.04,57
58,M,farmer,2591.31,57
58,M,farmer,2653.10,56
58,F,craftsman,7803.57,56
58,X,unemployed,-468.74,56
58,F,farmer,2637.64,56
58,M,farmer,2565.41,55
58,M,fisher,3875.78,55
58,F,craftsman,6532.67,55
58,M,homemaker,-401.71,54
58,F,service provider,8836.66,54
58,F,civil servant,9207.76,54
58,F,homemaker,-389.92,53
58,M,fisher,3462.10,53
58,M,civil servant,8958.93,53
58,M,civil servant,8655.50,52
58,F,homemaker,-356.31,52
58,M,craftsman,6640.94,52
58,F,unemployed,-321.45,51
58,F,craftsman,6835.18,51
58,F,fisher,3466.44,51
58,M,farmer,1778.77,51
58,F,homemaker,-295.93,50
58,F,homemaker,-275.06,50
58,F,craftsman,6278.72,50
58,F,fisher,3086.51,49
58,M,farmer,2071.18,49
58,F,unemployed,-254.93,49
58,M,homemaker,-252.48,49
58,F,fisher,2250.03,49
58,F,craftsman,6085.70,48
58,F,fisher,3263.33,48
58,M,farmer,1927.71,48
58,M,craftsman,5926.54,48
58,F,farmer,2094.99,48
58,F,civil servant,7337.09,47
58,F,unemployed,-197.72,47
58,M,farmer,1908.85,47
58,M,fisher,3008.23,47
58,M,craftsman,6048.61,47
58,M,farmer,1818.27,46
58,F,civil servant,6882.87,46
58,F,homemaker,-175.82,46
58,F,fisher,2830.86,46
58,M,service provider,7358.49,46
58,M,fisher,2313.56,46
58,F,service provider,7217.61,45
58,X,fisher,2959.60,45
58,F,craftsman,5848.36,45
58,M,service provider,7288.23,45
58,F,civil servant,7087.06,45
58,F,service provider,7000.79,45
58,F,homemaker,-131.23,44
58,F,fisher,2593.58,44
58,F,fisher,2791.05,44
58,M,homemaker,-123.58,44
58,M,homemaker,-133.41,44
58,X,civil servant,6511.23,44
58,F,farmer,1873.51,44
58,X,craftsman,5212.12,44
58,M,homemaker,-105.97,43
58,F,craftsman,5223.70,43
58,F,homemaker,-105.77,43
58,M,service provider,6707.87,43
58,F,service provider,6301.90,43
58,M,craftsman,5059.24,43
58,F,service provider,6621.79,43
58,F,farmer,1679.25,42
58,F,fisher,2509.20,42
58,F,civil servant,6441.44,42
58,F,service provider,6309.52,42
58,F,homemaker,-85.32,42
58,F,farmer,1719.01,42
58,M,fisher,2571.52,42
58,M,fisher,2732.72,42
58,F,homemaker,-65.85,41
58,M,unemployed,-69.55,41
58,M,farmer,1671.94,41
58,F,fisher,2547.75,41
58,F,fisher,2559.20,41
58,F,farmer,1656.74,41
58,F,craftsman,4672.60,41
58,F,civil servant,6138.35,40
58,F,unemployed,-48.82,40
58,F,craftsman,5079.95,40
58,F,craftsman,4914.28,40
58,M,craftsman,5060.03,40
58,F,civil servant,6053.72,40
58,F,civil servant,6228.25,40
58,M,farmer,1567.40,39
58,M,craftsman,4674.99,39
58,M,fisher,2296.93,39
58,M,farmer,1540.51,39
58,F,farmer,1588.58,39
58,M,unemployed,-32.47,39
58,F,service provider,5745.80,39
58,F,unemployed,-31.54,39
58,M,homemaker,-18.45,38
58,F,farmer,1437.90,38
58,F,farmer,1461.44,38
58,F,craftsman,4655.43,38
58,M,farmer,1496.11,38
58,F,homemaker,-16.77,38
58,F,craftsman,4767.97,38
58,F,service provider,5806.31,38
58,F,farmer,1477.17,38
58,F,craftsman,4447.34,37
58,F,fisher,2281.36,37
58,F,fisher,2288.21,37
58,M,homemaker,-5.26,37
58,F,homemaker,-5.21,37
58,M,fisher,2155.92,37
58,M,fisher,2270.97,37
58,M,fisher,2229.33,37
58,M,fisher,2240.69,36
58,M,craftsman,4149.11,36
58,M,fisher,2299.23,36
58,M,craftsman,4413.39,36
58,M,homemaker,6.79,36
58,M,homemaker,6.43,36
58,M,fisher,2100.05,36
58,M,civil servant,5206.98,36
58,M,craftsman,4387.58,36
58,M,civil servant,5240.69,35
58,M,fisher,2050.78,35
58,F,fisher,2040.26,35
58,F,homemaker,17.50,35
58,M,craftsman,4278.99,35
58,F,service provider,4985.60,35
58,F,farmer,1405.43,35
58,M,service provider,5135.59,35
58,X,civil servant,5155.27,34
58,M,fisher,2110.51,34
58,F,homemaker,27.35,34
58,M,farmer,1248.55,34
58,F,craftsman,3832.91,34
58,F,farmer,1277.20,34
58,F,unemployed,27.02,34
58,F,farmer,1254.03,34
58,F,fisher,2021.06,33
58,X,fisher,2044.18,33
58,F,homemaker,36.44,33
58,F,farmer,1297.60,33
58,M,fisher,2049.04,33
58,F,service provider,4944.97,33
58,M,fisher,2084.56,33
58,F,homemaker,44.23,32
58,F,service provider,4458.81,32
58,M,farmer,1266.29,32
58,M,unemployed,46.84,32
58,M,farmer,1252.98,32
58,F,craftsman,3785.75,32
58,M,service provider,4854.18,32
58,F,homemaker,45.74,32
58,F,farmer,1108.01,32
58,F,farmer,1162.35,31
58,M,farmer,1149.39,31
58,X,homemaker,54.36,31
58,M,fisher,1861.46,31
58,F,craftsman,3714.29,31
58,M,craftsman,3651.19,31
58,F,service provider,4685.88,31
58,M,homemaker,55.30,31
58,M,craftsman,3403.30,30
58,F,farmer,1139.20,30
58,M,craftsman,3361.53,30
58,M,unemployed,60.92,30
58,F,homemaker,59.81,30
58,F,fisher,1875.91,30
58,F,farmer,1185.40,30
58,M,civil servant,4321.88,30
58,F,fisher,1739.38,29
58,M,civil servant,4191.70,29
58,F,homemaker,67.07,29
58,F,civil servant,4297.55,29
58,F,farmer,1066.75,29
58,M,fisher,1656.58,29
58,F,service provider,4074.91,29
58,M,farmer,1066.07,29
58,M,farmer,1038.76,28
58,M,farmer,1046.23,28
58,M,unemployed,73.61,28
58,M,fisher,1616.21,28
58,M,fisher,1754.81,28
58,M,farmer,1103.08,28
58,F,unemployed,71.49,28
58,M,fisher,1665.06,28
58,F,civil servant,3788.39,27
58,F,fisher,1577.17,27
58,F,homemaker,77.00,27
58,F,homemaker,83.05,27
58,F,fisher,1615.85,27
58,M,craftsman,3325.36,27
58,X,service provider,3829.11,27
58,M,homemaker,81.82,26
58,F,fisher,1632.30,26
58,M,homemaker,83.34,26
58,F,farmer,998.88,26
58,F,homemaker,82.22,26
58,F,unemployed,81.48,26
58,F,civil servant,3808.95,25
58,M,craftsman,3077.87,25
58,M,craftsman,2863.77,25
58,M,service provider,3475.05,25
58,F,homemaker,92.50,25
58,F,homemaker,90.97,25
58,F,service provider,3835.58,25
58,F,service provider,3499.53,24
58,M,homemaker,95.40,24
58,M,civil servant,3429.85,24
58,M,fisher,1502.05,24
58,M,craftsman,2900.52,24
58,M,homemaker,90.13,24
58,F,fisher,1403.73,24
58,F,homemaker,96.54,23
58,M,fisher,1361.07,23
58,M,service provider,3261.52,23
58,M,service provider,3366.95,23
58,F,unemployed,98.77,23
58,M,craftsman,2584.94,22
58,X,service provider,3126.24,22
58,M,fisher,1384.43,22
58,F,craftsman,2541.64,22
58,F,fisher,1392.12,22
58,F,fisher,1368.12,22
58,M,homemaker,103.97,22
58,M,homemaker,94.77,22
58,M,homemaker,102.09,22
58,F,homemaker,102.40,22
58,F,homemaker,102.87,22
58,F,craftsman,2489.92,21
58,M,farmer,856.09,21
58,F,service provider,3087.23,21
58,M,craftsman,2624.65,21
58,F,unemployed,98.76,21
58,F,craftsman,2513.43,21
58,M,homemaker,99.11,21
58,F,fisher,1366.68,21
58,F,fisher,1253.86,21
58,F,farmer,823.63,21
58,F,fisher,1283.58,21
58,M,craftsman,2490.18,21
58,F,craftsman,2476.76,20
58,M,homemaker,106.64,20
58,M,craftsman,2345.62,20
58,F,farmer,758.53,20
58,M,fisher,1286.16,20
58,F,homemaker,107.55,20
58,M,civil servant,2903.54,20
58,F,farmer,800.53,20
58,M,unemployed,100.67,20
58,F,unemployed,106.54,20
58,F,fisher,1213.36,20
58,M,farmer,717.80,19
58,M,fisher,1234.53,19
58,F,craftsman,2357.43,19
58,M,farmer,777.01,19
58,M,craftsman,2361.02,19
58,X,farmer,768.84,19
58,F,craftsman,2204.23,19
58,F,farmer,756.21,19
58,M,farmer,758.86,19
58,F,craftsman,2224.88,19
58,F,craftsman,2301.05,18
58,M,fisher,1172.32,18
58,F,fisher,1109.88,18
58,M,farmer,738.07,18
58,F,civil servant,2766.11,18
58,F,service provider,2814.82,18
58,F,craftsman,2156.70,18
58,M,farmer,738.39,18
58,F,child,0.00,17
58,F,child,0.00,17
58,M,child,0.00,17
58,F,child,0.00,17
58,F,child,0.00,17
58,F,child,0.00,17
58,F,child,0.00,17
58,M,child,0.00,17
58,M,child,0.00,16
58,F,child,0.00,16
58,M,child,0.00,16
58,M,child,0.00,16
58,M,child,0.00,16
58,M,child,0.00,16
58,F,child,0.00,16
58,M,child,0.00,15
58,X,child,0.00,15
58,F,child,0.00,15
58,F,child,0.00,15
58,M,child,0.00,15
58,X,child,0.00,15
58,M,child,0.00,15
58,F,child,0.00,15
58,M,child,0.00,14
58,F,child,0.00,14
58,F,child,0.00,14
58,F,child,0.00,14
58,M,child,0.00,14
58,F,child,0.00,14
58,F,child,0.00,14
58,M,child,0.00,14
58,F,child,0.00,13
58,F,child,0.00,13
58,M,child,0.00,13
58,F,child,0.00,13
58,M,child,0.00,13
58,F,child,0.00,13
58,F,child,0.00,13
58,M,child,0.00,13
58,M,child,0.00,13
58,F,child,0.00,13
58,M,child,0.00,12
58,F,child,0.00,12
58,M,child,0.00,12
58,F,child,0.00,12
58,M,child,0.00,12
58,F,child,0.00,12
58,M,child,0.00,12
58,F,child,0.00,12
58,M,child,0.00,12
58,M,child,0.00,11
58,F,child,0.00,11
58,M,child,0.00,11
58,M,child,0.00,11
58,M,child,0.00,11
58,M,child,0.00,11
58,M,child,0.00,11
58,M,child,0.00,11
58,M,child,0.00,11
58,F,child,0.00,10
58,F,child,0.00,10
58,F,child,0.00,10
58,M,child,0.00,10
58,M,child,0.00,10
58,M,child,0.00,10
58,F,child,0.00,10
58,F,child,0.00,10
58,F,child,0.00,9
58,M,child,0.00,9
58,F,child,0.00,9
58,M,child,0.00,9
58,F,child,0.00,9
58,F,child,0.00,9
58,F,child,0.00,9
58,M,child,0.00,8
58,M,child,0.00,8
58,F,child,0.00,8
58,M,child,0.00,8
58,M,child,0.00,8
58,M,child,0.00,8
58,M,child,0.00,7
58,F,child,0.00,7
58,M,child,0.00,7
58,F,child,0.00,7
58,M,child,0.00,7
58,M,child,0.00,7
58,M,child,0.00,6
58,M,child,0.00,6
58,F,child,0.00,6
58,X,child,0.00,6
58,F,child,0.00,6
58,F,child,0.00,6
58,M,child,0.00,6
58,F,child,0.00,5
58,F,child,0.00,5
58,M,child,0.00,5
58,M,child,0.00,5
58,M,child,0.00,5
58,F,child,0.00,5
58,X,child,0.00,5
58,M,child,0.00,4
58,F,child,0.00,4
