year,sex,profession,income,age,happiness
52,M,unemployed,-65.31,40,81.21
52,F,service provider,5597.42,39,102.14
52,X,fisher,2200.34,39,100.57
52,F,craftsman,4498.52,39,101.73
52,M,service provider,5480.93,39,101.97
52,F,civil servant,5290.18,39,102.04
52,F,service provider,5384.39,39,101.93
52,F,homemaker,-34.65,38,101.21
52,F,fisher,2174.19,38,100.68
52,F,fisher,2163.57,38,100.39
52,M,homemaker,-34.16,38,101.21
52,M,homemaker,-35.78,38,101.21
52,X,civil servant,5005.84,38,101.86
52,F,farmer,2175.71,38,100.48
52,X,craftsman,4062.07,38,101.59
52,M,homemaker,-19.71,37,101.21
52,F,craftsman,4040.03,37,101.41
52,F,homemaker,-20.46,37,101.07
52,M,service provider,4894.59,37,101.82
52,F,service provider,5183.46,37,101.85
52,M,craftsman,3895.92,37,101.51
52,F,service provider,5041.57,37,101.95
52,F,farmer,2057.68,36,100.28
52,F,fisher,2089.63,36,100.44
52,F,civil servant,4807.83,36,101.90
52,F,service provider,4954.83,36,101.92
52,F,homemaker,-6.19,36,101.07
52,F,farmer,1932.52,36,100.89
52,M,fisher,1972.90,36,100.49
52,M,fisher,2040.01,36,100.54
52,F,homemaker,6.59,35,101.21
52,M,unemployed,6.66,35,81.21
52,M,farmer,1957.38,35,100.88
52,F,fisher,1995.37,35,101.11
52,F,fisher,2034.71,35,100.53
52,F,farmer,1966.89,35,100.22
52,F,craftsman,3722.77,35,101.39
52,F,civil servant,4459.89,34,101.62
52,F,unemployed,18.40,34,81.21
52,F,craftsman,3649.07,34,101.24
52,F,craftsman,3594.57,34,101.36
52,M,craftsman,3828.23,34,101.43
52,F,civil servant,4760.57,34,101.81
52,F,civil servant,4430.61,34,101.77
52,M,farmer,1747.48,33,100.62
52,M,craftsman,3420.01,33,101.31
52,M,fisher,1840.97,33,101.03
52,M,farmer,1757.56,33,100.76
52,F,farmer,1751.64,33,100.73
52,M,unemployed,30.36,33,81.21
52,F,service provider,4258.62,33,101.68
52,F,unemployed,29.20,33,81.07
52,M,homemaker,37.34,32,101.07
52,F,farmer,1688.90,32,100.51
52,F,farmer,1662.44,32,100.56
52,F,craftsman,3462.42,32,101.13
52,M,farmer,1701.35,32,100.52
52,F,homemaker,39.44,32,101.07
52,F,craftsman,3483.66,32,101.28
52,F,service provider,4176.28,32,101.62
52,F,farmer,1803.56,32,100.62
52,F,craftsman,3237.42,31,101.03
52,F,fisher,1681.29,31,100.77
52,F,fisher,1697.80,31,100.81
52,M,homemaker,45.76,31,101.21
52,F,homemaker,44.54,31,101.07
52,M,fisher,1650.66,31,100.81
52,M,fisher,1681.60,31,100.81
52,M,fisher,1662.09,31,100.64
52,M,fisher,1598.52,30,100.89
52,M,craftsman,3087.45,30,101.07
52,M,fisher,1701.76,30,101.10
52,M,craftsman,3191.10,30,100.98
52,M,homemaker,52.96,30,101.07
52,M,homemaker,53.77,30,101.21
52,M,fisher,1667.40,30,100.94
52,M,civil servant,4141.11,30,101.41
52,M,craftsman,3384.39,30,101.16
52,M,civil servant,3790.83,29,101.32
52,M,fisher,1688.85,29,101.03
52,F,fisher,1536.94,29,100.93
52,F,homemaker,57.76,29,101.21
52,M,craftsman,3249.25,29,101.09
52,F,service provider,4000.38,29,101.48
52,F,farmer,1600.36,29,100.23
52,M,service provider,4054.04,29,101.53
52,X,civil servant,3701.88,28,101.26
52,M,fisher,1486.26,28,100.79
52,F,homemaker,65.68,28,101.07
52,M,farmer,1477.57,28,100.14
52,F,craftsman,3109.73,28,101.04
52,F,farmer,1584.55,28,100.19
52,F,unemployed,63.66,28,81.22
52,F,farmer,1576.44,28,100.23
52,F,fisher,1427.51,27,100.60
52,X,fisher,1494.33,27,100.80
52,F,homemaker,71.01,27,101.07
52,F,farmer,1491.23,27,100.18
52,M,fisher,1549.82,27,100.87
52,F,service provider,3719.54,27,101.20
52,M,fisher,1532.05,27,100.80
52,F,homemaker,78.55,26,101.21
52,F,service provider,3613.60,26,101.18
52,M,farmer,1406.07,26,100.04
52,M,unemployed,77.46,26,81.25
52,M,farmer,1399.73,26,99.93
52,F,craftsman,2924.33,26,100.85
52,M,service provider,3619.12,26,101.18
52,F,homemaker,79.32,26,101.09
52,F,farmer,1373.70,26,95.15
52,F,farmer,1428.57,25,99.94
52,M,farmer,1324.12,25,99.75
52,X,homemaker,81.20,25,101.21
52,M,fisher,1440.54,25,100.66
52,F,craftsman,2641.12,25,100.72
52,M,craftsman,2691.26,25,100.76
52,F,service provider,3214.95,25,101.09
52,M,homemaker,82.91,25,101.13
52,M,craftsman,2572.66,24,100.68
52,F,farmer,1291.64,24,99.79
52,M,craftsman,2706.13,24,100.70
52,M,unemployed,80.54,24,81.33
52,F,homemaker,81.75,24,101.17
52,F,fisher,1303.72,24,100.45
52,F,farmer,1371.29,24,99.81
52,M,civil servant,3187.76,24,101.08
52,F,fisher,1317.17,23,100.27
52,M,civil servant,2971.04,23,100.98
52,F,homemaker,89.75,23,101.09
52,F,civil servant,3136.57,23,101.02
52,F,farmer,1324.78,23,99.67
52,M,unemployed,90.15,23,81.41
52,F,service provider,3148.89,23,101.03
52,M,farmer,1243.78,23,99.60
52,M,unemployed,92.60,22,81.56
52,M,farmer,1165.48,22,99.23
52,M,unemployed,85.52,22,81.56
52,M,fisher,1175.99,22,90.95
52,M,fisher,1243.74,22,100.04
52,M,farmer,1212.46,22,99.23
52,F,unemployed,90.78,22,81.56
52,M,fisher,1225.91,22,100.01
52,F,civil servant,2819.16,21,100.83
52,F,fisher,1229.78,21,99.74
52,F,homemaker,89.63,21,100.62
52,F,homemaker,92.98,21,100.62
52,F,fisher,1206.71,21,99.62
52,M,craftsman,2269.72,21,100.40
52,X,service provider,2952.18,21,100.89
52,M,homemaker,92.97,20,100.00
52,F,fisher,1162.97,20,99.05
52,M,homemaker,93.82,20,100.00
52,F,unemployed,89.02,20,82.50
52,F,homemaker,90.99,20,100.00
52,F,unemployed,95.16,20,82.50
52,F,civil servant,2680.49,19,100.58
52,M,craftsman,2139.95,19,100.22
52,M,craftsman,2112.58,19,100.23
52,M,service provider,2585.81,19,100.52
52,F,homemaker,94.30,19,100.00
52,F,homemaker,94.25,19,100.00
52,F,service provider,2486.18,19,100.51
52,F,service provider,2355.95,18,100.27
52,M,homemaker,98.76,18,100.00
52,M,civil servant,2441.81,18,100.31
52,M,fisher,1037.88,18,99.17
52,M,craftsman,1996.65,18,100.09
52,M,homemaker,97.22,18,100.00
52,F,fisher,1068.36,18,99.22
52,F,child,0.00,17,100.00
52,M,child,0.00,17,100.00
52,M,child,0.00,17,100.00
52,M,child,0.00,17,100.00
52,F,child,0.00,17,100.00
52,M,child,0.00,16,100.00
52,X,child,0.00,16,100.00
52,M,child,0.00,16,100.00
52,F,child,0.00,16,100.00
52,F,child,0.00,16,100.00
52,F,child,0.00,16,100.00
52,M,child,0.00,16,100.00
52,M,child,0.00,16,100.00
52,M,child,0.00,16,100.00
52,F,child,0.00,16,100.00
52,F,child,0.00,16,100.00
52,F,child,0.00,15,100.00
52,M,child,0.00,15,100.00
52,F,child,0.00,15,100.00
52,M,child,0.00,15,100.00
52,F,child,0.00,15,100.00
52,F,child,0.00,15,100.00
52,M,child,0.00,15,100.00
52,F,child,0.00,15,100.00
52,F,child,0.00,15,100.00
52,F,child,0.00,15,100.00
52,F,child,0.00,15,100.00
52,M,child,0.00,15,100.00
52,F,child,0.00,14,100.00
52,M,child,0.00,14,100.00
52,M,child,0.00,14,100.00
52,F,child,0.00,14,100.00
52,M,child,0.00,14,100.00
52,F,child,0.00,14,100.00
52,M,child,0.00,14,100.00
52,F,child,0.00,14,100.00
52,M,child,0.00,14,100.00
52,F,child,0.00,14,100.00
52,F,child,0.00,14,100.00
52,M,child,0.00,13,100.00
52,M,child,0.00,13,100.00
52,F,child,0.00,13,100.00
52,M,child,0.00,13,100.00
52,M,child,0.00,13,100.00
52,X,child,0.00,13,100.00
52,F,child,0.00,13,100.00
52,F,child,0.00,13,100.00
52,M,child,0.00,13,100.00
52,F,child,0.00,13,100.00
52,F,child,0.00,12,100.00
52,M,child,0.00,12,100.00
52,F,child,0.00,12,100.00
52,M,child,0.00,12,100.00
52,F,child,0.00,12,100.00
52,F,child,0.00,12,100.00
52,F,child,0.00,12,100.00
52,M,child,0.00,12,100.00
52,F,child,0.00,11,100.00
52,F,child,0.00,11,100.00
52,M,child,0.00,11,100.00
52,F,child,0.00,11,100.00
52,F,child,0.00,11,100.00
52,F,child,0.00,11,100.00
52,F,child,0.00,11,100.00
52,M,child,0.00,11,100.00
52,M,child,0.00,10,100.00
52,F,child,0.00,10,100.00
52,M,child,0.00,10,100.00
52,M,child,0.00,10,100.00
52,M,child,0.00,10,100.00
52,M,child,0.00,10,100.00
52,F,child,0.00,10,100.00
52,M,child,0.00,9,100.00
52,X,child,0.00,9,100.00
52,F,child,0.00,9,100.00
52,F,child,0.00,9,100.00
52,M,child,0.00,9,100.00
52,X,child,0.00,9,100.00
52,M,child,0.00,9,100.00
52,F,child,0.00,9,100.00
52,M,child,0.00,8,100.00
52,F,child,0.00,8,100.00
52,F,child,0.00,8,100.00
52,F,child,0.00,8,100.00
52,M,child,0.00,8,100.00
52,F,child,0.00,8,100.00
52,F,child,0.00,8,100.00
52,M,child,0.00,8,100.00
52,F,child,0.00,7,100.00
52,F,child,0.00,7,100.00
52,M,child,0.00,7,100.00
52,F,child,0.00,7,100.00
52,M,child,0.00,7,100.00
52,F,child,0.00,7,100.00
52,F,child,0.00,7,100.00
52,M,child,0.00,7,100.00
52,M,child,0.00,7,100.00
52,F,child,0.00,7,100.00
52,M,child,0.00,6,100.00
52,F,child,0.00,6,100.00
52,M,child,0.00,6,100.00
52,F,child,0.00,6,100.00
52,M,child,0.00,6,100.00
52,F,child,0.00,6,100.00
52,M,child,0.00,6,100.00
52,F,child,0.00,6,100.00
52,M,child,0.00,6,100.00
52,M,child,0.00,5,100.00
52,F,child,0.00,5,100.00
52,M,child,0.00,5,100.00
52,M,child,0.00,5,100.00
52,M,child,0.00,5,100.00
52,M,child,0.00,5,100.00
52,M,child,0.00,5,100.00
52,M,child,0.00,5,100.00
52,M,child,0.00,5,100.00
52,F,child,0.00,4,100.00
52,F,child,0.00,4,100.00
52,F,child,0.00,4,100.00
52,M,child,0.00,4,100.00
52,M,child,0.00,4,100.00
52,M,child,0.00,4,100.00
52,F,child,0.00,4,100.00
52,F,child,0.00,4,100.00
52,F,child,0.00,3,100.00
52,M,child,0.00,3,100.00
52,F,child,0.00,3,100.00
52,M,child,0.00,3,100.00
52,F,child,0.00,3,100.00
52,F,child,0.00,3,100.00
52,F,child,0.00,3,100.00
52,M,child,0.00,2,100.00
52,M,child,0.00,2,100.00
52,F,child,0.00,2,100.00
52,M,child,0.00,2,100.00
52,M,child,0.00,2,100.00
52,M,child,0.00,2,100.00
52,M,child,0.00,1,100.00
52,F,child,0.00,1,100.00
52,M,child,0.00,1,100.00
52,F,child,0.00,1,100.00
52,M,child,0.00,1,100.00
52,M,child,0.00,1,100.00
52,M,child,0.00,0,100.00
52,M,child,0.00,0,100.00
52,F,child,0.00,0,100.00
52,X,child,0.00,0,100.00
52,F,child,0.00,0,100.00
52,F,child,0.00,0,100.00
52,M,child,0.00,0,100.00
53,M,farmer,3285.51,54,100.98
53,F,farmer,3224.14,54,100.98
53,F,service provider,9923.37,61,103.16
53,M,civil servant,8468.30,56,102.93
53,M,retired,4168.45,66,109.52
53,F,retired,2173.71,74,110.51
53,M,retired,4384.05,69,111.51
53,F,farmer,3388.68,58,101.12
53,F,fisher,3328.17,54,101.33
53,M,retired,4059.38,65,107.49
53,F,fisher,3257.50,54,101.28
53,F,homemaker,-690.66,62,100.61
53,F,fisher,4241.73,61,101.68
53,X,retired,4109.39,67,110.64
53,F,craftsman,8701.62,63,102.92
53,F,fisher,2091.42,60,90.79
53,M,homemaker,-630.09,60,100.54
53,M,fisher,3500.02,54,101.27
53,M,service provider,9235.39,57,103.03
53,M,farmer,3766.02,59,101.28
53,M,homemaker,-599.51,60,100.54
53,M,homemaker,-578.51,59,100.54
53,F,retired,1913.24,70,110.35
53,F,retired,4657.37,70,111.66
53,F,farmer,3636.76,58,101.21
53,M,retired,-960.25,68,100.61
53,M,farmer,3171.51,54,101.02
53,F,fisher,4729.47,64,101.88
53,F,retired,-241.95,66,100.03
53,F,retired,4605.07,70,111.65
53,X,farmer,3104.09,53,100.91
53,M,unemployed,-528.93,58,80.61
53,M,farmer,3448.13,59,101.20
53,F,retired,731.46,67,105.73
53,M,retired,3852.00,70,111.35
53,F,retired,3502.67,69,111.08
53,F,homemaker,-631.85,60,100.61
53,F,retired,3917.09,65,107.47
53,F,farmer,3513.40,60,101.21
53,M,retired,4166.87,65,107.54
53,F,retired,1439.11,67,108.38
53,F,farmer,3457.22,59,101.27
53,M,retired,2365.82,65,106.69
53,F,retired,1424.84,67,108.36
53,M,homemaker,-794.26,64,100.54
53,F,homemaker,-348.86,53,100.61
53,F,service provider,8540.58,61,102.87
53,X,farmer,4169.49,64,101.56
53,F,fisher,3620.81,56,101.39
53,M,service provider,8922.67,57,102.92
53,M,craftsman,7265.20,56,102.60
53,M,fisher,4112.04,62,101.71
53,F,retired,2035.29,72,110.46
53,F,fisher,3883.26,60,101.52
53,F,retired,-940.08,67,100.54
53,M,retired,-842.63,66,100.54
53,M,retired,1331.86,66,107.18
53,F,fisher,4550.28,63,101.81
53,X,farmer,2559.95,64,100.61
53,M,homemaker,-501.18,57,100.61
53,M,craftsman,6291.73,53,102.41
53,M,farmer,3355.66,57,101.11
53,F,civil servant,11240.03,63,103.26
53,M,retired,1934.42,72,110.54
53,X,craftsman,8273.71,61,102.77
53,X,civil servant,9002.88,58,103.05
53,F,service provider,9091.90,55,102.98
53,M,retired,-1029.31,69,100.61
53,X,farmer,3498.04,58,101.14
53,F,retired,1469.75,70,109.78
53,M,civil servant,8951.73,55,102.87
53,F,homemaker,-765.32,64,100.61
53,M,service provider,9398.02,58,102.99
53,F,retired,3960.51,74,111.55
53,M,retired,-724.65,71,100.54
53,M,retired,4191.53,65,107.54
53,M,retired,3336.23,66,109.22
53,F,service provider,10242.88,60,103.17
53,F,service provider,10407.58,63,103.28
53,M,homemaker,-551.53,59,100.54
53,F,craftsman,7709.32,60,102.68
53,F,retired,-1119.66,70,100.54
53,M,retired,3492.52,68,110.83
53,F,retired,1506.25,70,109.80
53,M,retired,4200.06,79,111.68
53,F,retired,-1079.22,71,100.61
53,M,farmer,4092.28,62,101.42
53,F,retired,-1156.63,75,100.54
53,M,retired,4950.47,73,111.95
53,M,retired,3126.31,65,107.07
53,F,retired,1491.20,68,108.97
53,F,craftsman,6859.79,55,102.54
53,M,fisher,3403.50,55,101.29
53,F,civil servant,9619.07,63,103.12
53,M,retired,-1143.07,73,100.61
53,F,farmer,3090.00,55,100.99
53,F,craftsman,7075.46,57,102.59
53,M,craftsman,7556.25,59,102.73
53,M,fisher,3383.12,55,101.34
53,M,craftsman,7942.80,62,102.68
53,F,fisher,4427.39,64,101.81
53,F,craftsman,7457.35,58,102.69
53,F,retired,1851.95,68,109.50
53,M,craftsman,8726.92,62,102.86
53,F,retired,-987.75,69,99.98
53,M,civil servant,8222.64,53,102.76
53,M,craftsman,5880.25,63,102.31
53,M,retired,-1062.52,69,100.61
53,M,retired,4220.35,65,107.52
53,F,retired,670.64,68,105.41
53,F,craftsman,6795.92,56,102.54
53,F,civil servant,9335.21,58,103.05
53,M,homemaker,-738.29,64,100.54
53,F,service provider,10288.32,61,103.14
53,F,retired,3475.24,69,111.07
53,F,service provider,9304.00,60,103.05
53,F,homemaker,-686.06,62,100.61
53,F,fisher,3344.05,53,101.23
53,F,civil servant,10061.22,60,103.17
53,M,fisher,3422.03,54,101.36
53,M,retired,1436.78,67,108.42
53,F,fisher,3674.50,57,101.39
53,F,service provider,10245.22,62,103.17
53,M,civil servant,9296.88,59,103.01
53,M,civil servant,9860.30,61,103.16
53,F,fisher,3256.87,63,101.29
53,M,farmer,3528.90,59,101.24
53,F,homemaker,-425.17,55,100.61
53,M,fisher,3328.86,52,101.26
53,F,service provider,8221.48,52,102.71
53,M,fisher,3161.00,52,101.18
53,F,service provider,7661.84,52,102.76
53,F,service provider,7668.85,52,102.67
53,M,farmer,3069.90,52,100.87
53,M,farmer,2846.10,51,100.81
53,F,craftsman,6211.29,51,102.35
53,X,unemployed,-303.23,51,80.61
53,F,farmer,2885.87,51,100.83
53,M,farmer,2903.36,50,100.77
53,M,fisher,2977.56,50,101.10
53,F,craftsman,5043.47,50,101.93
53,M,homemaker,-248.94,49,100.54
53,F,service provider,7158.09,49,102.55
53,F,civil servant,6966.25,49,102.60
53,F,homemaker,-234.71,48,100.61
53,M,fisher,2988.28,48,101.04
53,M,civil servant,7346.23,48,102.52
53,M,civil servant,7169.50,47,102.58
53,F,homemaker,-192.03,47,100.54
53,M,craftsman,5314.84,47,102.07
53,F,unemployed,-182.36,46,80.54
53,F,craftsman,5529.10,46,102.12
53,F,fisher,2833.33,46,100.93
53,M,farmer,2231.18,46,100.31
53,F,homemaker,-160.16,45,100.54
53,F,homemaker,-154.09,45,100.54
53,F,craftsman,5240.96,45,102.06
53,F,fisher,2447.17,44,100.71
53,M,farmer,2316.74,44,100.36
53,F,unemployed,-143.69,44,80.54
53,M,homemaker,-142.13,44,100.54
53,F,unemployed,-138.77,44,80.61
53,F,craftsman,5016.29,43,101.88
53,F,fisher,2585.50,43,100.76
53,M,farmer,2423.00,43,100.49
53,M,craftsman,5053.18,43,101.88
53,F,farmer,2382.46,43,100.39
53,F,civil servant,6071.87,42,102.32
53,F,unemployed,-97.27,42,80.61
53,M,farmer,2326.90,42,100.40
53,M,fisher,2450.40,42,100.65
53,M,craftsman,4935.75,42,101.89
53,M,farmer,2276.62,41,100.27
53,F,civil servant,5692.73,41,102.18
53,F,homemaker,-80.65,41,100.54
53,F,fisher,2424.21,41,100.62
53,M,service provider,5634.77,41,102.22
53,M,unemployed,-78.13,41,80.61
53,F,service provider,5348.62,40,102.16
53,X,fisher,2194.25,40,100.52
53,F,craftsman,4591.48,40,101.81
53,M,service provider,5581.94,40,102.11
53,F,civil servant,5349.60,40,102.11
53,F,service provider,5780.13,40,102.12
53,F,homemaker,-49.19,39,100.61
53,F,fisher,2195.23,39,100.57
53,F,fisher,2143.26,39,100.40
53,M,homemaker,-49.74,39,100.61
53,M,homemaker,-47.31,39,100.61
53,X,civil servant,5180.83,39,101.99
53,F,farmer,2148.34,39,100.45
53,X,craftsman,4180.36,39,101.66
53,M,homemaker,-32.60,38,100.61
53,F,craftsman,4187.01,38,101.57
53,F,homemaker,-32.72,38,100.54
53,M,service provider,4976.15,38,101.93
53,F,service provider,5144.54,38,101.97
53,M,craftsman,4008.93,38,101.58
53,F,service provider,5165.59,38,102.03
53,F,farmer,1887.49,37,100.21
53,F,fisher,2140.89,37,100.43
53,F,civil servant,5229.68,37,102.01
53,F,service provider,5235.89,37,102.03
53,F,homemaker,-17.91,37,100.54
53,F,farmer,1977.98,37,100.56
53,M,fisher,2046.96,37,100.40
53,M,fisher,2153.93,37,100.48
53,F,homemaker,-3.74,36,100.61
53,M,unemployed,-3.67,36,80.61
53,M,farmer,1852.58,36,100.48
53,F,fisher,2085.96,36,100.73
53,F,fisher,1995.50,36,100.39
53,F,farmer,2007.68,36,100.24
53,F,craftsman,3687.21,36,101.44
53,F,civil servant,4749.90,35,101.79
53,F,unemployed,8.22,35,80.61
53,F,craftsman,3766.84,35,101.39
53,F,craftsman,4010.58,35,101.51
53,M,craftsman,3868.70,35,101.51
53,F,civil servant,4903.70,35,101.91
53,F,civil servant,4746.79,35,101.86
53,M,farmer,1772.05,34,100.30
53,M,craftsman,3608.68,34,101.38
53,M,fisher,1971.93,34,100.63
53,M,farmer,1893.65,34,100.45
53,F,farmer,1770.93,34,100.36
53,M,unemployed,21.24,34,80.61
53,F,service provider,4802.29,34,101.83
53,F,unemployed,19.62,34,80.54
53,M,homemaker,32.13,33,100.54
53,F,farmer,1717.22,33,100.21
53,F,farmer,1645.50,33,100.18
53,F,craftsman,3491.68,33,101.26
53,M,farmer,1804.93,33,100.27
53,F,homemaker,32.37,33,100.54
53,F,craftsman,3512.78,33,101.34
53,F,service provider,4316.39,33,101.71
53,F,farmer,1788.62,33,100.31
53,F,craftsman,3628.18,32,101.25
53,F,fisher,1706.43,32,100.34
53,F,fisher,1840.78,32,100.44
53,M,homemaker,37.19,32,100.61
53,F,homemaker,37.72,32,100.54
53,M,fisher,1831.97,32,100.44
53,M,fisher,1773.29,32,100.40
53,M,fisher,1735.05,32,100.29
53,M,fisher,1646.93,31,100.35
53,M,craftsman,3402.18,31,101.21
53,M,fisher,1645.34,31,100.46
53,M,craftsman,3344.43,31,101.15
53,M,homemaker,48.92,31,100.54
53,M,homemaker,45.49,31,100.61
53,M,fisher,1756.09,31,100.45
53,M,civil servant,3969.47,31,101.52
53,M,craftsman,3193.26,31,101.19
53,M,civil servant,4034.60,30,101.49
53,M,fisher,1649.25,30,100.42
53,F,fisher,1636.07,30,100.36
53,F,homemaker,52.99,30,100.61
53,M,craftsman,3107.40,30,101.13
53,F,service provider,3946.74,30,101.55
53,F,farmer,1574.17,30,99.96
53,M,service provider,3977.54,30,101.58
53,X,civil servant,3797.45,29,101.41
53,M,fisher,1536.58,29,100.22
53,F,homemaker,58.93,29,100.54
53,M,farmer,1617.92,29,99.96
53,F,craftsman,3095.05,29,101.10
53,F,farmer,1564.25,29,99.94
53,F,unemployed,58.88,29,80.61
53,F,farmer,1570.11,29,99.96
53,F,fisher,1563.41,28,100.14
53,X,fisher,1553.11,28,100.23
53,F,homemaker,64.16,28,100.54
53,F,farmer,1460.20,28,99.84
53,M,fisher,1485.60,28,100.21
53,F,service provider,3557.32,28,101.31
53,M,fisher,1574.51,28,100.25
53,F,homemaker,70.29,27,100.61
53,F,service provider,3466.02,27,101.28
53,M,farmer,1517.23,27,99.82
53,M,unemployed,70.73,27,80.62
53,M,farmer,1441.24,27,99.70
53,F,craftsman,2976.61,27,100.97
53,M,service provider,3583.81,27,101.31
53,F,homemaker,74.27,27,100.55
53,F,farmer,1410.83,27,97.28
53,F,farmer,1358.10,26,99.63
53,M,farmer,1394.41,26,99.57
53,X,homemaker,76.04,26,100.61
53,M,fisher,1416.01,26,100.04
53,F,craftsman,2711.35,26,100.81
53,M,craftsman,2714.12,26,100.83
53,F,service provider,3642.44,26,101.28
53,M,homemaker,71.82,26,100.57
53,M,craftsman,2701.36,25,100.79
53,F,farmer,1294.82,25,99.48
53,M,craftsman,2795.44,25,100.83
53,M,unemployed,80.48,25,80.66
53,F,homemaker,81.96,25,100.59
53,F,fisher,1435.35,25,99.95
53,F,farmer,1412.90,25,99.61
53,M,civil servant,3265.29,25,101.17
53,F,fisher,1273.26,24,99.70
53,M,civil servant,3346.39,24,101.15
53,F,homemaker,81.59,24,100.55
53,F,civil servant,3145.52,24,101.11
53,F,farmer,1355.81,24,99.49
53,M,unemployed,82.20,24,80.70
53,F,service provider,3239.85,24,101.14
53,M,farmer,1290.93,24,99.38
53,M,unemployed,84.26,23,80.78
53,M,farmer,1267.65,23,99.17
53,M,unemployed,87.11,23,80.78
53,M,fisher,1235.42,23,94.99
53,M,fisher,1312.54,23,99.63
53,M,farmer,1227.85,23,99.12
53,F,unemployed,84.22,23,80.78
53,M,fisher,1348.75,23,99.65
53,F,civil servant,2953.00,22,100.95
53,F,fisher,1257.50,22,99.41
53,F,homemaker,91.95,22,100.31
53,F,homemaker,91.05,22,100.31
53,F,fisher,1216.70,22,99.31
53,M,craftsman,2484.17,22,100.56
53,X,service provider,3071.58,22,101.02
53,M,homemaker,93.45,21,100.00
53,F,fisher,1162.38,21,98.95
53,M,homemaker,92.93,21,100.00
53,F,unemployed,88.16,21,81.25
53,F,homemaker,92.31,21,100.00
53,F,unemployed,88.60,21,81.25
53,F,civil servant,2680.74,20,100.73
53,M,craftsman,2103.84,20,100.30
53,M,craftsman,2241.58,20,100.37
53,M,service provider,2704.69,20,100.71
53,F,homemaker,95.88,20,100.00
53,F,homemaker,90.42,20,100.00
53,F,service provider,2845.04,20,100.76
53,F,service provider,2515.86,19,100.51
53,M,homemaker,94.76,19,100.00
53,M,civil servant,2538.80,19,100.54
53,M,fisher,1076.13,19,98.88
53,M,craftsman,2177.59,19,100.27
53,M,homemaker,91.97,19,100.00
53,F,fisher,1083.62,19,98.92
53,F,homemaker,99.08,18,100.00
53,M,fisher,1061.00,18,99.27
53,M,service provider,2432.70,18,100.34
53,M,service provider,2558.38,18,100.39
53,F,unemployed,96.16,18,90.00
53,M,child,0.00,17,100.00
53,X,child,0.00,17,100.00
53,M,child,0.00,17,100.00
53,F,child,0.00,17,100.00
53,F,child,0.00,17,100.00
53,F,child,0.00,17,100.00
53,M,child,0.00,17,100.00
53,M,child,0.00,17,100.00
53,M,child,0.00,17,100.00
53,F,child,0.00,17,100.00
53,F,child,0.00,17,100.00
53,F,child,0.00,16,100.00
53,M,child,0.00,16,100.00
53,F,child,0.00,16,100.00
53,M,child,0.00,16,100.00
53,F,child,0.00,16,100.00
53,F,child,0.00,16,100.00
53,M,child,0.00,16,100.00
53,F,child,0.00,16,100.00
53,F,child,0.00,16,100.00
53,F,child,0.00,16,100.00
53,F,child,0.00,16,100.00
53,M,child,0.00,16,100.00
53,F,child,0.00,15,100.00
53,M,child,0.00,15,100.00
53,M,child,0.00,15,100.00
53,F,child,0.00,15,100.00
53,M,child,0.00,15,100.00
53,F,child,0.00,15,100.00
53,M,child,0.00,15,100.00
53,F,child,0.00,15,100.00
53,M,child,0.00,15,100.00
53,F,child,0.00,15,100.00
53,F,child,0.00,15,100.00
53,M,child,0.00,14,100.00
53,M,child,0.00,14,100.00
53,F,child,0.00,14,100.00
53,M,child,0.00,14,100.00
53,M,child,0.00,14,100.00
53,X,child,0.00,14,100.00
53,F,child,0.00,14,100.00
53,F,child,0.00,14,100.00
53,M,child,0.00,14,100.00
53,F,child,0.00,14,100.00
53,F,child,0.00,13,100.00
53,M,child,0.00,13,100.00
53,F,child,0.00,13,100.00
53,M,child,0.00,13,100.00
53,F,child,0.00,13,100.00
53,F,child,0.00,13,100.00
53,F,child,0.00,13,100.00
53,M,child,0.00,13,100.00
53,F,child,0.00,12,100.00
53,F,child,0.00,12,100.00
53,M,child,0.00,12,100.00
53,F,child,0.00,12,100.00
53,F,child,0.00,12,100.00
53,F,child,0.00,12,100.00
53,F,child,0.00,12,100.00
53,M,child,0.00,12,100.00
53,M,child,0.00,11,100.00
53,F,child,0.00,11,100.00
53,M,child,0.00,11,100.00
53,M,child,0.00,11,100.00
53,M,child,0.00,11,100.00
53,M,child,0.00,11,100.00
53,F,child,0.00,11,100.00
53,M,child,0.00,10,100.00
53,X,child,0.00,10,100.00
53,F,child,0.00,10,100.00
53,F,child,0.00,10,100.00
53,M,child,0.00,10,100.00
53,X,child,0.00,10,100.00
53,M,child,0.00,10,100.00
53,F,child,0.00,10,100.00
53,M,child,0.00,9,100.00
53,F,child,0.00,9,100.00
53,F,child,0.00,9,100.00
53,F,child,0.00,9,100.00
53,M,child,0.00,9,100.00
53,F,child,0.00,9,100.00
53,F,child,0.00,9,100.00
53,M,child,0.00,9,100.00
53,F,child,0.00,8,100.00
53,F,child,0.00,8,100.00
53,M,child,0.00,8,100.00
53,F,child,0.00,8,100.00
53,M,child,0.00,8,100.00
53,F,child,0.00,8,100.00
53,F,child,0.00,8,100.00
53,M,child,0.00,8,100.00
53,M,child,0.00,8,100.00
53,F,child,0.00,8,100.00
53,M,child,0.00,7,100.00
53,F,child,0.00,7,100.00
53,M,child,0.00,7,100.00
53,F,child,0.00,7,100.00
53,M,child,0.00,7,100.00
53,F,child,0.00,7,100.00
