year,sex,profession,income,ethnicity
58,F,fisher,2509.20,arcadian
58,F,civil servant,6441.44,atlantean
58,F,service provider,6309.52,atlantean
58,F,homemaker,-85.32,arcadian
58,F,farmer,1719.01,arcadian
58,M,fisher,2571.52,atlantean
58,M,fisher,2732.72,atlantean
58,F,homemaker,-65.85,atlantean
58,M,unemployed,-69.55,atlantean
58,M,farmer,1671.94,arcadian
58,F,fisher,2547.75,atlantean
58,F,fisher,2559.20,atlantean
58,F,farmer,1656.74,arcadian
58,F,craftsman,4672.60,atlantean
58,F,civil servant,6138.35,arcadian
58,F,unemployed,-48.82,atlantean
58,F,craftsman,5079.95,arcadian
58,F,craftsman,4914.28,hyperborean
58,M,craftsman,5060.03,hyperborean
58,F,civil servant,6053.72,hyperborean
58,F,civil servant,6228.25,hyperborean
58,M,farmer,1567.40,arcadian
58,M,craftsman,4674.99,hyperborean
58,M,fisher,2296.93,atlantean
58,M,farmer,1540.51,hyperborean
58,F,farmer,1588.58,hyperborean
58,M,unemployed,-32.47,atlantean
58,F,service provider,5745.80,hyperborean
58,F,unemployed,-31.54,arcadian
58,M,homemaker,-18.45,arcadian
58,F,farmer,1437.90,arcadian
58,F,farmer,1461.44,hyperborean
58,F,craftsman,4655.43,arcadian
58,M,farmer,1496.11,arcadian
58,F,homemaker,-16.77,arcadian
58,F,craftsman,4767.97,hyperborean
58,F,service provider,5806.31,hyperborean
58,F,farmer,1477.17,arcadian
58,F,craftsman,4447.34,arcadian
58,F,fisher,2281.36,atlantean
58,F,fisher,2288.21,hyperborean
58,M,homemaker,-5.26,hyperborean
58,F,homemaker,-5.21,arcadian
58,M,fisher,2155.92,atlantean
58,M,fisher,2270.97,atlantean
58,M,fisher,2229.33,arcadian
58,M,fisher,2240.69,arcadian
58,M,craftsman,4149.11,hyperborean
58,M,fisher,2299.23,atlantean
58,M,craftsman,4413.39,arcadian
58,M,homemaker,6.79,arcadian
58,M,homemaker,6.43,hyperborean
58,M,fisher,2100.05,arcadian
58,M,civil servant,5206.98,arcadian
58,M,craftsman,4387.58,atlantean
58,M,civil servant,5240.69,arcadian
58,M,fisher,2050.78,atlantean
58,F,fisher,2040.26,atlantean
58,F,homemaker,17.50,hyperborean
58,M,craftsman,4278.99,hyperborean
58,F,service provider,4985.60,atlantean
58,F,farmer,1405.43,arcadian
58,M,service provider,5135.59,hyperborean
58,X,civil servant,5155.27,arcadian
58,M,fisher,2110.51,hyperborean
58,F,homemaker,27.35,arcadian
58,M,farmer,1248.55,arcadian
58,F,craftsman,3832.91,hyperborean
58,F,farmer,1277.20,arcadian
58,F,unemployed,27.02,atlantean
58,F,farmer,1254.03,arcadian
58,F,fisher,2021.06,arcadian
58,X,fisher,2044.18,atlantean
58,F,homemaker,36.44,arcadian
58,F,farmer,1297.60,hyperborean
58,M,fisher,2049.04,hyperborean
58,F,service provider,4944.97,arcadian
58,M,fisher,2084.56,atlantean
58,F,homemaker,44.23,hyperborean
58,F,service provider,4458.81,arcadian
58,M,farmer,1266.29,atlantean
58,M,unemployed,46.84,atlantean
58,M,farmer,1252.98,arcadian
58,F,craftsman,3785.75,hyperborean
58,M,service provider,4854.18,arcadian
58,F,homemaker,45.74,arcadian
58,F,farmer,1108.01,atlantean
58,F,farmer,1162.35,arcadian
58,M,farmer,1149.39,arcadian
58,X,homemaker,54.36,atlantean
58,M,fisher,1861.46,hyperborean
58,F,craftsman,3714.29,hyperborean
58,M,craftsman,3651.19,atlantean
58,F,service provider,4685.88,arcadian
58,M,homemaker,55.30,arcadian
58,M,craftsman,3403.30,hyperborean
58,F,farmer,1139.20,hyperborean
58,M,craftsman,3361.53,arcadian
58,M,unemployed,60.92,arcadian
58,F,homemaker,59.81,atlantean
58,F,fisher,1875.91,atlantean
58,F,farmer,1185.40,arcadian
58,M,civil servant,4321.88,atlantean
58,F,fisher,1739.38,arcadian
58,M,civil servant,4191.70,arcadian
58,F,homemaker,67.07,arcadian
58,F,civil servant,4297.55,arcadian
58,F,farmer,1066.75,arcadian
58,M,fisher,1656.58,atlantean
58,F,service provider,4074.91,atlantean
58,M,farmer,1066.07,arcadian
58,M,farmer,1038.76,arcadian
58,M,farmer,1046.23,arcadian
58,M,unemployed,73.61,arcadian
58,M,fisher,1616.21,atlantean
58,M,fisher,1754.81,atlantean
58,M,farmer,1103.08,arcadian
58,F,unemployed,71.49,hyperborean
58,M,fisher,1665.06,atlantean
58,F,civil servant,3788.39,atlantean
58,F,fisher,1577.17,atlantean
58,F,homemaker,77.00,atlantean
58,F,homemaker,83.05,arcadian
58,F,fisher,1615.85,atlantean
58,M,craftsman,3325.36,hyperborean
58,X,service provider,3829.11,atlantean
58,M,homemaker,81.82,arcadian
58,F,fisher,1632.30,atlantean
58,M,homemaker,83.34,atlantean
58,F,farmer,998.88,arcadian
58,F,homemaker,82.22,atlantean
58,F,unemployed,81.48,arcadian
58,F,civil servant,3808.95,atlantean
58,M,craftsman,3077.87,arcadian
58,M,craftsman,2863.77,atlantean
58,M,service provider,3475.05,atlantean
58,F,homemaker,92.50,hyperborean
58,F,homemaker,90.97,atlantean
58,F,service provider,3835.58,atlantean
58,F,service provider,3499.53,atlantean
58,M,homemaker,95.40,arcadian
58,M,civil servant,3429.85,atlantean
58,M,fisher,1502.05,atlantean
58,M,craftsman,2900.52,arcadian
58,M,homemaker,90.13,arcadian
58,F,fisher,1403.73,arcadian
58,F,homemaker,96.54,atlantean
58,M,fisher,1361.07,atlantean
58,M,service provider,3261.52,arcadian
58,M,service provider,3366.95,arcadian
58,F,unemployed,98.77,hyperborean
58,M,craftsman,2584.94,atlantean
58,X,service provider,3126.24,atlantean
58,M,fisher,1384.43,arcadian
58,F,craftsman,2541.64,arcadian
58,F,fisher,1392.12,arcadian
58,F,fisher,1368.12,atlantean
58,M,homemaker,103.97,atlantean
58,M,homemaker,94.77,atlantean
58,M,homemaker,102.09,hyperborean
58,F,homemaker,102.40,arcadian
58,F,homemaker,102.87,atlantean
58,F,craftsman,2489.92,hyperborean
58,M,farmer,856.09,arcadian
58,F,service provider,3087.23,hyperborean
58,M,craftsman,2624.65,hyperborean
58,F,unemployed,98.76,arcadian
58,F,craftsman,2513.43,hyperborean
58,M,homemaker,99.11,atlantean
58,F,fisher,1366.68,atlantean
58,F,fisher,1253.86,atlantean
58,F,farmer,823.63,hyperborean
58,F,fisher,1283.58,atlantean
58,M,craftsman,2490.18,hyperborean
58,F,craftsman,2476.76,atlantean
58,M,homemaker,106.64,arcadian
58,M,craftsman,2345.62,hyperborean
58,F,farmer,758.53,atlantean
58,M,fisher,1286.16,atlantean
58,F,homemaker,107.55,arcadian
58,M,civil servant,2903.54,atlantean
58,F,farmer,800.53,hyperborean
58,M,unemployed,100.67,arcadian
58,F,unemployed,106.54,hyperborean
58,F,fisher,1213.36,atlantean
58,M,farmer,717.80,arcadian
58,M,fisher,1234.53,atlantean
58,F,craftsman,2357.43,hyperborean
58,M,farmer,777.01,arcadian
58,M,craftsman,2361.02,arcadian
58,X,farmer,768.84,hyperborean
58,F,craftsman,2204.23,hyperborean
58,F,farmer,756.21,arcadian
58,M,farmer,758.86,arcadian
58,F,craftsman,2224.88,atlantean
58,F,craftsman,2301.05,hyperborean
58,M,fisher,1172.32,hyperborean
58,F,fisher,1109.88,hyperborean
58,M,farmer,738.07,arcadian
58,F,civil servant,2766.11,atlantean
58,F,service provider,2814.82,atlantean
58,F,craftsman,2156.70,hyperborean
58,M,farmer,738.39,arcadian
58,F,child,0.00,arcadian
58,F,child,0.00,arcadian
58,M,child,0.00,hyperborean
58,F,child,0.00,hyperborean
58,F,child,0.00,arcadian
58,F,child,0.00,arcadian
58,F,child,0.00,atlantean
58,M,child,0.00,hyperborean
58,M,child,0.00,atlantean
58,F,child,0.00,hyperborean
58,M,child,0.00,arcadian
58,M,child,0.00,arcadian
58,M,child,0.00,atlantean
58,M,child,0.00,atlantean
58,F,child,0.00,arcadian
58,M,child,0.00,atlantean
58,X,child,0.00,atlantean
58,F,child,0.00,atlantean
58,F,child,0.00,arcadian
58,M,child,0.00,arcadian
58,X,child,0.00,arcadian
58,M,child,0.00,atlantean
58,F,child,0.00,hyperborean
58,M,child,0.00,hyperborean
58,F,child,0.00,hyperborean
58,F,child,0.00,hyperborean
58,F,child,0.00,arcadian
58,M,child,0.00,atlantean
58,F,child,0.00,hyperborean
58,F,child,0.00,hyperborean
58,M,child,0.00,atlantean
58,F,child,0.00,hyperborean
58,F,child,0.00,hyperborean
58,M,child,0.00,atlantean
58,F,child,0.00,hyperborean
58,M,child,0.00,atlantean
58,F,child,0.00,atlantean
58,F,child,0.00,arcadian
58,M,child,0.00,arcadian
58,M,child,0.00,arcadian
58,F,child,0.00,arcadian
58,M,child,0.00,atlantean
58,F,child,0.00,atlantean
58,M,child,0.00,arcadian
58,F,child,0.00,hyperborean
58,M,child,0.00,atlantean
58,F,child,0.00,atlantean
58,M,child,0.00,atlantean
58,F,child,0.00,arcadian
58,M,child,0.00,arcadian
58,M,child,0.00,hyperborean
58,F,child,0.00,atlantean
58,M,child,0.00,arcadian
58,M,child,0.00,arcadian
58,M,child,0.00,arcadian
58,M,child,0.00,hyperborean
58,M,child,0.00,atlantean
58,M,child,0.00,arcadian
58,M,child,0.00,hyperborean
58,F,child,0.00,arcadian
58,F,child,0.00,arcadian
58,F,child,0.00,hyperborean
58,M,child,0.00,hyperborean
58,M,child,0.00,atlantean
58,M,child,0.00,atlantean
58,F,child,0.00,hyperborean
58,F,child,0.00,arcadian
58,F,child,0.00,arcadian
58,M,child,0.00,arcadian
58,F,child,0.00,atlantean
58,M,child,0.00,arcadian
58,F,child,0.00,arcadian
58,F,child,0.00,atlantean
58,F,child,0.00,atlantean
58,M,child,0.00,hyperborean
58,M,child,0.00,arcadian
58,F,child,0.00,hyperborean
58,M,child,0.00,arcadian
58,M,child,0.00,hyperborean
58,M,child,0.00,atlantean
58,M,child,0.00,arcadian
58,F,child,0.00,atlantean
58,M,child,0.00,hyperborean
58,F,child,0.00,arcadian
58,M,child,0.00,arcadian
58,M,child,0.00,arcadian
58,M,child,0.00,hyperborean
58,M,child,0.00,hyperborean
58,F,child,0.00,arcadian
58,X,child,0.00,atlantean
58,F,child,0.00,arcadian
58,F,child,0.00,arcadian
58,M,child,0.00,atlantean
58,F,child,0.00,hyperborean
58,F,child,0.00,atlantean
58,M,child,0.00,atlantean
58,M,child,0.00,atlantean
58,M,child,0.00,hyperborean
58,F,child,0.00,hyperborean
58,X,child,0.00,arcadian
58,M,child,0.00,arcadian
58,F,child,0.00,arcadian
58,M,child,0.00,atlantean
58,X,child,0.00,atlantean
58,M,child,0.00,hyperborean
58,F,child,0.00,arcadian
58,M,child,0.00,arcadian
58,F,child,0.00,arcadian
58,M,child,0.00,arcadian
58,F,child,0.00,arcadian
58,M,child,0.00,atlantean
58,F,child,0.00,atlantean
58,F,child,0.00,arcadian
58,M,child,0.00,hyperborean
58,F,child,0.00,atlantean
58,X,child,0.00,atlantean
58,F,child,0.00,arcadian
58,X,child,0.00,atlantean
58,M,child,0.00,arcadian
58,M,child,0.00,arcadian
58,F,child,0.00,hyperborean
58,F,child,0.00,arcadian
58,F,child,0.00,atlantean
58,F,child,0.00,hyperborean
58,F,child,0.00,hyperborean
58,F,child,0.00,hyperborean
58,F,child,0.00,atlantean
58,M,child,0.00,arcadian
58,F,child,0.00,atlantean
58,M,child,0.00,arcadian
58,M,child,0.00,atlantean
58,M,child,0.00,atlantean
58,M,child,0.00,arcadian
58,F,child,0.00,arcadian
58,F,child,0.00,arcadian
58,F,child,0.00,hyperborean
58,M,child,0.00,arcadian
58,M,child,0.00,atlantean
59,M,retired,1127.87,arcadian
59,F,retired,1096.63,arcadian
59,F,retired,4108.74,atlantean
59,M,retired,3538.59,hyperborean
59,F,retired,1228.16,arcadian
59,F,retired,1346.10,atlantean
59,F,retired,1420.67,atlantean
59,F,retired,-1007.67,atlantean
59,F,retired,1727.32,atlantean
59,F,retired,3759.61,atlantean
59,F,retired,-678.12,atlantean
59,M,retired,-883.77,arcadian
59,M,retired,1338.26,arcadian
59,M,retired,3396.42,atlantean
59,M,retired,1311.88,arcadian
59,M,retired,-910.86,arcadian
59,M,retired,-877.10,arcadian
59,F,retired,1284.00,arcadian
59,M,retired,-1414.53,atlantean
59,M,retired,1070.70,atlantean
59,F,retired,2035.76,atlantean
59,X,farmer,3577.23,arcadian
59,M,retired,-832.49,atlantean
59,M,retired,1221.97,arcadian
59,F,retired,4306.95,hyperborean
59,F,retired,-949.84,hyperborean
59,F,retired,4888.13,hyperborean
59,F,retired,1306.33,arcadian
59,M,retired,4690.17,hyperborean
59,F,retired,1234.85,atlantean
59,M,retired,2762.41,hyperborean
59,M,retired,-1165.23,arcadian
59,F,homemaker,-599.98,atlantean
59,F,retired,2002.02,atlantean
59,F,retired,1456.47,arcadian
59,M,retired,3513.49,arcadian
59,M,retired,2594.67,hyperborean
59,F,retired,1743.85,arcadian
59,M,retired,-1281.26,arcadian
59,F,retired,1928.28,hyperborean
59,X,retired,-258.10,atlantean
59,M,retired,-757.99,hyperborean
59,M,craftsman,5118.08,atlantean
59,M,retired,1185.73,arcadian
59,X,retired,3441.72,arcadian
59,X,retired,3676.63,hyperborean
59,F,retired,3213.87,hyperborean
59,X,retired,1188.77,arcadian
59,M,retired,3237.72,arcadian
59,M,retired,3708.35,arcadian
59,F,retired,4505.65,atlantean
59,M,retired,3841.35,hyperborean
59,F,retired,4071.45,atlantean
59,F,retired,4474.70,atlantean
59,M,retired,-846.77,arcadian
59,F,retired,3168.95,arcadian
59,M,retired,4088.28,hyperborean
59,M,retired,1594.93,arcadian
59,F,retired,2676.89,hyperborean
59,M,retired,1472.18,arcadian
59,F,retired,3454.52,atlantean
59,F,retired,1121.24,arcadian
59,F,retired,2688.00,hyperborean
59,M,retired,3146.45,hyperborean
59,M,retired,1377.15,hyperborean
59,M,retired,2691.25,arcadian
59,F,retired,1894.72,atlantean
59,F,retired,2799.33,atlantean
59,M,retired,3451.43,arcadian
59,M,civil servant,9399.90,arcadian
59,M,retired,675.96,hyperborean
59,M,retired,4735.00,hyperborean
59,F,retired,2689.98,atlantean
59,F,retired,3547.38,atlantean
59,F,retired,4129.02,arcadian
59,F,retired,3231.20,hyperborean
59,F,retired,-1048.64,hyperborean
59,F,fisher,4150.02,arcadian
59,F,retired,3959.21,atlantean
59,M,retired,1346.41,hyperborean
59,F,retired,1459.03,arcadian
59,F,retired,4415.26,arcadian
59,M,retired,4054.01,arcadian
59,M,retired,4218.04,atlantean
59,M,retired,1319.95,arcadian
59,F,retired,-666.82,hyperborean
59,M,fisher,3718.12,atlantean
59,F,service provider,9137.56,arcadian
59,M,fisher,3915.76,atlantean
59,F,service provider,9530.27,hyperborean
59,F,service provider,9831.27,arcadian
59,M,farmer,3752.97,arcadian
59,M,farmer,3677.63,arcadian
59,F,craftsman,4673.94,hyperborean
59,X,unemployed,-510.14,hyperborean
59,F,farmer,3472.37,arcadian
59,M,farmer,3439.97,arcadian
59,M,fisher,3851.04,atlantean
59,F,craftsman,3500.86,arcadian
59,M,homemaker,-432.28,arcadian
59,F,service provider,9197.35,arcadian
59,F,civil servant,8967.78,atlantean
59,F,homemaker,-376.46,hyperborean
59,M,fisher,3492.93,hyperborean
59,M,civil servant,8487.21,arcadian
59,M,civil servant,8259.69,hyperborean
59,F,homemaker,-370.03,arcadian
59,M,craftsman,4018.38,arcadian
59,F,unemployed,-342.00,arcadian
59,F,craftsman,4198.90,atlantean
59,F,fisher,3396.62,atlantean
59,M,farmer,2721.78,hyperborean
59,F,homemaker,-281.93,arcadian
59,F,homemaker,-285.42,arcadian
59,F,craftsman,3773.42,atlantean
59,F,fisher,3099.48,atlantean
59,M,farmer,3124.62,arcadian
59,F,unemployed,-273.79,arcadian
59,M,homemaker,-271.12,arcadian
59,F,fisher,2193.46,hyperborean
59,F,craftsman,3818.52,arcadian
59,F,fisher,2929.09,hyperborean
59,M,farmer,2859.12,hyperborean
59,M,craftsman,3758.19,arcadian
59,F,farmer,3023.69,arcadian
59,F,civil servant,7416.26,atlantean
59,F,unemployed,-210.22,atlantean
59,M,farmer,2987.64,atlantean
59,M,fisher,3059.82,atlantean
59,M,craftsman,3448.57,hyperborean
59,M,farmer,2779.40,arcadian
59,F,civil servant,6842.37,atlantean
59,F,homemaker,-194.82,arcadian
59,F,fisher,2803.05,atlantean
59,M,service provider,7018.60,atlantean
59,M,fisher,2172.86,atlantean
59,F,service provider,6551.80,atlantean
59,X,fisher,2875.63,hyperborean
59,F,craftsman,3426.24,hyperborean
59,M,service provider,6986.20,arcadian
59,F,civil servant,6584.15,atlantean
59,F,service provider,7159.52,arcadian
59,F,homemaker,-133.99,atlantean
59,F,fisher,2609.86,atlantean
59,F,fisher,2660.39,arcadian
59,M,homemaker,-146.36,atlantean
59,M,homemaker,-135.26,atlantean
59,X,civil servant,6435.09,arcadian
59,F,farmer,2652.89,arcadian
59,X,craftsman,3290.70,hyperborean
59,M,homemaker,-121.42,atlantean
59,F,craftsman,3053.50,arcadian
59,F,homemaker,-119.97,arcadian
59,M,service provider,6721.88,arcadian
59,F,service provider,6479.36,arcadian
59,M,craftsman,2981.49,hyperborean
59,F,service provider,6412.51,hyperborean
59,F,farmer,2436.84,arcadian
59,F,fisher,2511.91,arcadian
59,F,civil servant,5990.60,atlantean
59,F,service provider,6480.85,atlantean
59,F,homemaker,-97.48,arcadian
59,F,farmer,2532.29,arcadian
59,M,fisher,2573.04,atlantean
59,M,fisher,2546.38,atlantean
59,F,homemaker,-80.00,atlantean
59,M,unemployed,-74.86,atlantean
59,M,farmer,2370.85,arcadian
59,F,fisher,2497.83,atlantean
59,F,fisher,2516.32,atlantean
59,F,farmer,2460.25,arcadian
59,F,craftsman,2687.64,atlantean
59,F,civil servant,5777.14,arcadian
59,F,unemployed,-62.13,atlantean
59,F,craftsman,2900.72,arcadian
59,F,craftsman,2675.58,hyperborean
59,M,craftsman,2888.94,hyperborean
59,F,civil servant,5792.57,hyperborean
59,F,civil servant,6141.64,hyperborean
59,M,farmer,2273.13,arcadian
59,M,craftsman,2682.92,hyperborean
59,M,fisher,2379.95,atlantean
59,M,farmer,2229.91,hyperborean
59,F,farmer,2213.63,hyperborean
59,M,unemployed,-43.52,atlantean
59,F,service provider,5842.94,hyperborean
59,F,unemployed,-42.22,arcadian
59,M,homemaker,-28.58,arcadian
59,F,farmer,2246.10,arcadian
59,F,farmer,2088.31,hyperborean
59,F,craftsman,2585.82,arcadian
59,M,farmer,2142.50,arcadian
59,F,homemaker,-27.09,arcadian
59,F,craftsman,2534.72,hyperborean
59,F,service provider,5634.08,hyperborean
59,F,farmer,2221.01,arcadian
59,F,craftsman,2365.20,arcadian
59,F,fisher,2176.65,atlantean
59,F,fisher,2288.68,hyperborean
59,M,homemaker,-14.59,hyperborean
59,F,homemaker,-14.95,arcadian
59,M,fisher,2209.60,atlantean
59,M,fisher,2211.75,atlantean
59,M,fisher,2271.63,arcadian
59,M,fisher,2171.87,arcadian
59,M,craftsman,2432.30,hyperborean
59,M,fisher,2235.28,atlantean
59,M,craftsman,2376.29,arcadian
59,M,homemaker,-2.90,arcadian
59,M,homemaker,-3.05,hyperborean
59,M,fisher,2121.05,arcadian
59,M,civil servant,5473.70,arcadian
59,M,craftsman,2335.17,atlantean
59,M,civil servant,5108.93,arcadian
59,M,fisher,2128.62,atlantean
59,F,fisher,2126.98,atlantean
59,F,homemaker,7.97,hyperborean
59,M,craftsman,2321.75,hyperborean
59,F,service provider,5014.79,atlantean
59,F,farmer,2048.24,arcadian
59,M,service provider,5282.24,hyperborean
59,X,civil servant,4701.00,arcadian
59,M,fisher,2037.12,hyperborean
59,F,homemaker,17.33,arcadian
59,M,farmer,1910.28,arcadian
59,F,craftsman,2298.69,hyperborean
59,F,farmer,1925.78,arcadian
59,F,unemployed,17.64,atlantean
59,F,farmer,1946.48,arcadian
59,F,fisher,1906.10,arcadian
59,X,fisher,1888.68,atlantean
59,F,homemaker,27.67,arcadian
59,F,farmer,1987.12,hyperborean
59,M,fisher,1995.16,hyperborean
59,F,service provider,4513.46,arcadian
59,M,fisher,2026.05,atlantean
59,F,homemaker,36.51,hyperborean
59,F,service provider,4518.87,arcadian
59,M,farmer,1793.58,atlantean
59,M,unemployed,37.84,atlantean
59,M,farmer,1823.42,arcadian
59,F,craftsman,2030.72,hyperborean
59,M,service provider,4767.09,arcadian
59,F,homemaker,35.54,arcadian
59,F,farmer,1796.50,atlantean
59,F,farmer,1759.04,arcadian
59,M,farmer,1900.91,arcadian
59,X,homemaker,42.44,atlantean
59,M,fisher,1785.67,hyperborean
59,F,craftsman,1944.02,hyperborean
59,M,craftsman,1958.15,atlantean
59,F,service provider,4441.29,arcadian
59,M,homemaker,46.27,arcadian
59,M,craftsman,1835.29,hyperborean
59,F,farmer,1752.71,hyperborean
59,M,craftsman,1827.04,arcadian
59,M,unemployed,53.76,arcadian
59,F,homemaker,53.30,atlantean
59,F,fisher,1709.91,atlantean
59,F,farmer,1738.90,arcadian
59,M,civil servant,4335.73,atlantean
59,F,fisher,1737.19,arcadian
59,M,civil servant,4036.35,arcadian
59,F,homemaker,58.79,arcadian
59,F,civil servant,4285.24,arcadian
59,F,farmer,1699.32,arcadian
59,M,fisher,1677.08,atlantean
59,F,service provider,4092.37,atlantean
59,M,farmer,1731.86,arcadian
59,M,farmer,1610.67,arcadian
59,M,farmer,1703.04,arcadian
59,M,unemployed,66.23,arcadian
59,M,fisher,1671.19,atlantean
59,M,fisher,1683.20,atlantean
59,M,farmer,1668.55,arcadian
59,F,unemployed,62.81,hyperborean
59,M,fisher,1657.84,atlantean
59,F,civil servant,3946.39,atlantean
59,F,fisher,1543.80,atlantean
59,F,homemaker,68.01,atlantean
59,F,homemaker,67.92,arcadian
59,F,fisher,1580.03,atlantean
59,M,craftsman,1782.24,hyperborean
59,X,service provider,3926.35,atlantean
59,M,homemaker,74.23,arcadian
59,F,fisher,1505.49,atlantean
59,M,homemaker,79.16,atlantean
59,F,farmer,1585.70,arcadian
59,F,homemaker,77.02,atlantean
59,F,unemployed,78.18,arcadian
59,F,civil servant,3716.98,atlantean
59,M,craftsman,1641.54,arcadian
59,M,craftsman,1551.24,atlantean
59,M,service provider,3610.40,atlantean
59,F,homemaker,84.84,hyperborean
59,F,homemaker,78.05,atlantean
59,F,service provider,3587.49,atlantean
59,F,service provider,3357.99,atlantean
59,M,homemaker,86.51,arcadian
59,M,civil servant,3378.06,atlantean
59,M,fisher,1395.69,atlantean
59,M,craftsman,1548.24,arcadian
59,M,homemaker,83.59,arcadian
59,F,fisher,1426.19,arcadian
59,F,homemaker,93.67,atlantean
59,M,fisher,1332.16,atlantean
59,M,service provider,3473.90,arcadian
59,M,service provider,3468.99,arcadian
59,F,unemployed,92.35,hyperborean
59,M,craftsman,1321.61,atlantean
59,X,service provider,3077.26,atlantean
59,M,fisher,1409.87,arcadian
59,F,craftsman,1345.86,arcadian
59,F,fisher,1394.53,arcadian
59,F,fisher,1287.95,atlantean
59,M,homemaker,96.66,atlantean
59,M,homemaker,92.46,atlantean
59,M,homemaker,92.81,hyperborean
59,F,homemaker,91.11,arcadian
59,F,homemaker,89.40,atlantean
59,F,craftsman,1320.29,hyperborean
59,M,farmer,1304.50,arcadian
59,F,service provider,3059.93,hyperborean
59,M,craftsman,1276.57,hyperborean
59,F,unemployed,97.42,arcadian
59,F,craftsman,1379.89,hyperborean
59,M,homemaker,100.18,atlantean
59,F,fisher,1344.49,atlantean
59,F,fisher,1328.42,atlantean
59,F,farmer,1329.94,hyperborean
59,F,fisher,1320.17,atlantean
59,M,craftsman,1346.99,hyperborean
59,F,craftsman,1322.31,atlantean
59,M,homemaker,102.79,arcadian
59,M,craftsman,1279.95,hyperborean
59,F,farmer,1289.24,atlantean
59,M,fisher,1296.77,atlantean
59,F,homemaker,97.30,arcadian
59,M,civil servant,2967.27,atlantean
59,F,farmer,1197.46,hyperborean
59,M,unemployed,94.16,arcadian
59,F,unemployed,98.59,hyperborean
59,F,fisher,1184.79,atlantean
59,M,farmer,1214.67,arcadian
59,M,fisher,1195.76,atlantean
59,F,craftsman,1260.24,hyperborean
59,M,farmer,1217.67,arcadian
59,M,craftsman,1167.19,arcadian
59,X,farmer,1217.86,hyperborean
59,F,craftsman,1228.66,hyperborean
59,F,farmer,1165.55,arcadian
59,M,farmer,1219.00,arcadian
59,F,craftsman,1252.88,atlantean
59,F,craftsman,1205.29,hyperborean
59,M,fisher,1105.03,hyperborean
59,F,fisher,1103.17,hyperborean
59,M,farmer,1131.48,arcadian
59,F,civil servant,2824.31,atlantean
59,F,service provider,2724.70,atlantean
59,F,craftsman,1154.73,hyperborean
59,M,farmer,1173.20,arcadian
59,F,farmer,1092.21,arcadian
59,F,farmer,1057.65,arcadian
59,M,craftsman,1117.90,hyperborean
59,F,civil servant,2614.29,hyperborean
59,F,civil servant,2652.29,arcadian
59,F,unemployed,103.15,arcadian
59,F,homemaker,103.81,atlantean
59,M,homemaker,101.33,hyperborean
59,M,child,0.00,atlantean
59,F,child,0.00,hyperborean
59,M,child,0.00,arcadian
59,M,child,0.00,arcadian
59,M,child,0.00,atlantean
59,M,child,0.00,atlantean
59,F,child,0.00,arcadian
59,M,child,0.00,atlantean
59,X,child,0.00,atlantean
59,F,child,0.00,atlantean
59,F,child,0.00,arcadian
59,M,child,0.00,arcadian
59,X,child,0.00,arcadian
59,M,child,0.00,atlantean
59,F,child,0.00,hyperborean
59,M,child,0.00,hyperborean
59,F,child,0.00,hyperborean
59,F,child,0.00,hyperborean
59,F,child,0.00,arcadian
59,M,child,0.00,atlantean
59,F,child,0.00,hyperborean
59,F,child,0.00,hyperborean
59,M,child,0.00,atlantean
59,F,child,0.00,hyperborean
59,F,child,0.00,hyperborean
59,M,child,0.00,atlantean
59,F,child,0.00,hyperborean
59,M,child,0.00,atlantean
59,F,child,0.00,atlantean
59,F,child,0.00,arcadian
59,M,child,0.00,arcadian
59,M,child,0.00,arcadian
59,F,child,0.00,arcadian
59,M,child,0.00,atlantean
59,F,child,0.00,atlantean
59,M,child,0.00,arcadian
59,F,child,0.00,hyperborean
59,M,child,0.00,atlantean
59,F,child,0.00,atlantean
59,M,child,0.00,atlantean
59,F,child,0.00,arcadian
59,M,child,0.00,arcadian
59,M,child,0.00,hyperborean
59,F,child,0.00,atlantean
59,M,child,0.00,arcadian
59,M,child,0.00,arcadian
59,M,child,0.00,arcadian
59,M,child,0.00,hyperborean
59,M,child,0.00,atlantean
59,M,child,0.00,arcadian
59,M,child,0.00,hyperborean
59,F,child,0.00,arcadian
59,F,child,0.00,arcadian
59,F,child,0.00,hyperborean
59,M,child,0.00,hyperborean
59,M,child,0.00,atlantean
59,M,child,0.00,atlantean
59,F,child,0.00,hyperborean
59,F,child,0.00,arcadian
59,F,child,0.00,arcadian
59,M,child,0.00,arcadian
59,F,child,0.00,atlantean
59,M,child,0.00,arcadian
59,F,child,0.00,arcadian
59,F,child,0.00,atlantean
59,F,child,0.00,atlantean
59,M,child,0.00,hyperborean
59,M,child,0.00,arcadian
59,F,child,0.00,hyperborean
59,M,child,0.00,arcadian
59,M,child,0.00,hyperborean
59,M,child,0.00,atlantean
59,M,child,0.00,arcadian
59,F,child,0.00,atlantean
59,M,child,0.00,hyperborean
59,F,child,0.00,arcadian
59,M,child,0.00,arcadian
59,M,child,0.00,arcadian
59,M,child,0.00,hyperborean
59,M,child,0.00,hyperborean
59,F,child,0.00,arcadian
59,X,child,0.00,atlantean
59,F,child,0.00,arcadian
59,F,child,0.00,arcadian
59,M,child,0.00,atlantean
59,F,child,0.00,hyperborean
59,F,child,0.00,atlantean
59,M,child,0.00,atlantean
59,M,child,0.00,atlantean
