year,sex,profession,income,net_worth
57,X,homemaker,59.54,3269.55
57,M,fisher,2273.43,15884.99
57,F,craftsman,3495.20,22793.68
57,M,craftsman,3433.45,22972.20
57,F,service provider,4190.56,27203.00
57,M,homemaker,55.91,3249.80
57,M,craftsman,3322.90,21745.44
57,F,farmer,1574.96,13973.92
57,M,craftsman,3202.57,21698.57
57,M,unemployed,63.46,3850.58
57,F,homemaker,60.68,3853.31
57,F,fisher,2119.57,15118.39
57,F,farmer,1611.00,13971.73
57,M,civil servant,4182.20,25364.86
57,F,fisher,2103.93,14499.91
57,M,civil servant,4061.36,23922.87
57,F,homemaker,68.86,4397.11
57,F,civil servant,3921.74,23943.93
57,F,farmer,1652.25,13662.77
57,M,fisher,1861.03,7422.46
57,F,service provider,3979.58,23648.25
57,M,farmer,1548.42,13517.99
57,M,farmer,1458.93,7606.36
57,M,farmer,1467.12,13032.08
57,M,unemployed,71.88,4929.48
57,M,fisher,1951.84,10621.22
57,M,fisher,1970.60,14172.81
57,M,farmer,1463.65,13004.43
57,F,unemployed,71.25,4927.33
57,M,fisher,1964.51,14119.96
57,F,civil servant,3758.02,20841.99
57,F,fisher,1855.33,13560.32
57,F,homemaker,76.16,5474.19
57,F,homemaker,78.90,5460.04
57,F,fisher,1848.98,13430.16
57,M,craftsman,2827.86,18267.02
57,X,service provider,3511.56,21124.68
57,M,homemaker,79.84,5982.53
57,F,fisher,1878.14,13106.22
57,M,homemaker,82.45,5988.15
57,F,farmer,1402.98,9401.78
57,F,homemaker,83.72,5988.30
57,F,unemployed,81.99,5985.95
57,F,civil servant,3412.74,18070.90
57,M,craftsman,2750.89,16078.44
57,M,craftsman,2713.71,16138.20
57,M,service provider,3389.34,18135.15
57,F,homemaker,88.98,6519.78
57,F,homemaker,85.30,6507.02
57,F,service provider,3292.78,18075.74
57,F,service provider,3290.44,16528.87
57,M,homemaker,94.08,7043.51
57,M,civil servant,3215.65,16670.43
57,M,fisher,1639.67,12062.41
57,M,craftsman,2686.27,15057.04
57,M,homemaker,89.27,7029.41
57,F,fisher,1707.56,12091.17
57,F,homemaker,95.73,7569.80
57,M,fisher,1668.06,11799.92
57,M,service provider,3107.05,15457.50
57,M,service provider,3040.25,15334.40
57,F,unemployed,91.87,7571.23
57,M,craftsman,2349.94,13187.97
57,X,service provider,3076.45,14338.56
57,M,fisher,1528.67,11375.40
57,F,craftsman,2458.43,13247.43
57,F,fisher,1636.08,11426.06
57,F,fisher,1646.65,11518.46
57,M,homemaker,98.84,8071.67
57,M,homemaker,100.51,8066.01
57,M,homemaker,100.10,8067.55
57,F,homemaker,96.21,8059.09
57,F,homemaker,92.91,8065.73
57,F,craftsman,2352.88,12425.57
57,M,farmer,1177.50,10860.51
57,F,service provider,2855.12,13152.44
57,M,craftsman,2389.93,12515.45
57,F,unemployed,98.75,8603.92
57,F,craftsman,2293.16,12432.86
57,M,homemaker,97.26,8602.02
57,F,fisher,1520.13,11002.72
57,F,fisher,1530.64,10970.84
57,F,farmer,1143.83,10833.67
57,F,fisher,1471.72,11001.85
57,M,craftsman,2185.33,12431.04
57,F,craftsman,2144.55,11597.40
57,M,homemaker,97.11,9112.62
57,M,craftsman,2143.62,11564.95
57,F,farmer,1121.23,10562.60
57,M,fisher,1421.84,10739.96
57,F,homemaker,98.98,9116.14
57,M,civil servant,2803.42,12203.92
57,F,farmer,1138.50,10558.36
57,M,unemployed,102.16,9121.59
57,F,unemployed,104.20,9122.27
57,F,fisher,1414.87,10699.03
57,M,farmer,1086.53,10267.18
57,M,fisher,1323.00,10385.42
57,F,craftsman,2091.05,10769.44
57,M,farmer,1051.47,10249.65
57,M,craftsman,2078.92,10763.38
57,X,farmer,1072.10,10259.97
57,F,craftsman,2102.70,10775.27
57,F,farmer,1117.54,10282.69
57,M,farmer,1041.77,10244.80
57,F,craftsman,2109.25,10778.54
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,X,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,X,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,X,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,X,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,X,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,X,child,0.00,10000.00
57,F,child,0.00,10000.00
57,X,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,F,child,0.00,10000.00
57,M,child,0.00,10000.00
57,M,child,0.00,10000.00
58,M,farmer,2724.07,38725.03
58,F,farmer,2735.49,39065.77
58,F,retired,4356.42,139945.41
58,M,retired,3399.61,117583.78
58,F,retired,1214.46,41003.66
58,F,fisher,4321.27,49302.15
58,F,fisher,4220.36,49274.80
58,F,retired,-1015.18,-32867.19
58,F,retired,1896.93,58055.44
58,F,retired,3906.24,116658.78
58,F,retired,-665.95,-22924.08
58,M,retired,-898.03,-30077.68
58,M,fisher,4416.38,49046.91
58,M,retired,3638.96,118616.39
58,M,retired,1278.26,42815.96
58,M,retired,-935.47,-30086.80
58,M,retired,-866.24,-28811.01
58,F,retired,1271.89,41384.66
58,M,retired,-1461.84,-41719.67
58,M,farmer,2871.17,38949.27
58,F,retired,2019.64,61965.47
58,F,retired,-406.34,-13441.86
58,X,farmer,2726.38,34179.09
58,M,retired,-822.62,-27321.68
58,M,retired,1261.28,42705.16
58,F,retired,4409.50,124318.43
58,F,retired,-867.56,-29978.25
58,F,retired,4809.74,149890.15
58,F,retired,1341.40,44212.17
58,M,retired,5176.22,151296.21
58,F,retired,1306.78,42588.42
58,M,retired,2754.53,85939.92
58,M,retired,-1125.18,-35647.80
58,F,homemaker,-581.95,-20890.38
58,F,retired,2051.88,63129.52
58,F,retired,1427.24,49805.45
58,M,retired,3463.80,117854.77
58,M,retired,2832.45,93825.54
58,F,retired,2473.78,67212.13
58,F,retired,1662.41,55991.53
58,M,retired,-1211.94,-38322.70
58,F,retired,1974.71,61419.08
58,X,retired,-226.42,-7658.06
58,M,retired,-749.28,-26019.00
58,M,craftsman,7695.58,87014.39
58,M,retired,1163.14,39223.91
58,X,retired,3406.92,110706.64
58,X,retired,3888.00,123922.45
58,F,retired,3459.56,116525.46
58,X,retired,1155.13,39958.12
58,M,retired,3273.22,116059.45
58,M,retired,3660.61,123956.81
58,F,retired,5058.78,130343.93
58,M,retired,3864.91,120265.66
58,F,retired,4249.17,134223.49
58,F,retired,4751.48,146980.88
58,M,retired,-852.54,-28648.28
58,F,retired,3393.32,106912.53
58,M,retired,4419.54,123378.27
58,M,retired,1536.58,48631.99
58,F,retired,1810.99,51017.70
58,F,retired,2685.93,93520.72
58,M,retired,1423.85,49941.98
58,F,retired,3489.07,112326.01
58,F,retired,1170.68,39375.20
58,F,retired,2852.12,93902.62
58,M,retired,3244.68,102382.36
58,M,retired,1451.28,49084.46
58,M,retired,2690.29,84670.79
58,F,retired,1959.45,61595.76
58,F,retired,2848.04,99028.71
58,M,retired,3840.72,115778.25
58,F,retired,-1498.06,-43303.65
58,M,civil servant,9645.43,109907.34
58,M,retired,657.36,20687.78
58,M,retired,5020.56,149890.58
58,F,retired,2778.88,92072.23
58,F,retired,3799.82,123384.35
58,F,retired,4225.80,138436.70
58,F,retired,3191.01,104560.56
58,F,retired,-1003.75,-32806.92
58,F,fisher,3987.32,47417.04
58,F,retired,3847.21,127205.94
58,M,fisher,4082.03,49367.43
58,F,retired,1461.76,50029.48
58,F,retired,4689.56,145326.89
58,M,retired,4036.15,128948.31
58,M,retired,4433.39,138223.26
58,M,retired,1251.63,42729.51
58,F,retired,-653.06,-23376.77
58,M,fisher,4157.50,45334.49
58,F,service provider,9437.93,105571.09
58,M,fisher,4062.28,45211.35
58,F,service provider,9579.90,105153.12
58,F,service provider,9963.04,106002.27
58,M,farmer,2591.31,35803.16
58,M,farmer,2653.10,34935.15
58,F,craftsman,7803.57,81028.32
58,X,unemployed,-468.74,-18516.90
58,F,farmer,2637.64,35236.72
58,M,farmer,2565.41,33998.03
58,M,fisher,3875.78,42168.53
58,F,craftsman,6532.67,34481.60
58,M,homemaker,-401.71,-16351.38
58,F,service provider,8836.66,93956.03
58,F,civil servant,9207.76,93934.59
58,F,homemaker,-389.92,-15332.08
58,M,fisher,3462.10,39384.81
58,M,civil servant,8958.93,90058.32
58,M,civil servant,8655.50,86405.99
58,F,homemaker,-356.31,-14238.62
58,M,craftsman,6640.94,68299.28
58,F,unemployed,-321.45,-13322.26
58,F,craftsman,6835.18,66690.55
58,F,fisher,3466.44,35946.77
58,M,farmer,1778.77,9958.49
58,F,homemaker,-295.93,-12313.27
58,F,homemaker,-275.06,-12241.42
58,F,craftsman,6278.72,63542.79
58,F,fisher,3086.51,33366.36
58,M,farmer,2071.18,27028.35
58,F,unemployed,-254.93,-11286.92
58,M,homemaker,-252.48,-11302.41
58,F,fisher,2250.03,-4859.70
58,F,craftsman,6085.70,57567.61
58,F,fisher,3263.33,32460.60
58,M,farmer,1927.71,25984.67
58,M,craftsman,5926.54,58079.00
58,F,farmer,2094.99,26402.58
58,F,civil servant,7337.09,68880.18
58,F,unemployed,-197.72,-9309.66
58,M,farmer,1908.85,25445.13
58,M,fisher,3008.23,31041.71
58,M,craftsman,6048.61,55284.53
58,M,farmer,1818.27,24489.13
58,F,civil servant,6882.87,65314.14
58,F,homemaker,-175.82,-8336.56
58,F,fisher,2830.86,29900.91
58,M,service provider,7358.49,66046.85
58,M,fisher,2313.56,-2213.91
58,F,service provider,7217.61,62824.86
58,X,fisher,2959.60,28756.17
58,F,craftsman,5848.36,50447.55
58,M,service provider,7288.23,62183.91
58,F,civil servant,7087.06,61960.19
58,F,service provider,7000.79,62826.50
58,F,homemaker,-131.23,-6542.85
58,F,fisher,2593.58,24527.26
58,F,fisher,2791.05,25588.51
58,M,homemaker,-123.58,-6537.52
58,M,homemaker,-133.41,-6564.78
58,X,civil servant,6511.23,58990.75
58,F,farmer,1873.51,22930.89
58,X,craftsman,5212.12,47327.95
58,M,homemaker,-105.97,-5629.26
58,F,craftsman,5223.70,45801.69
58,F,homemaker,-105.77,-5643.00
58,M,service provider,6707.87,56187.53
58,F,service provider,6301.90,56388.25
58,M,craftsman,5059.24,45377.93
58,F,service provider,6621.79,56114.10
58,F,farmer,1679.25,21156.89
58,F,fisher,2509.20,25652.53
58,F,civil servant,6441.44,54154.13
58,F,service provider,6309.52,54300.64
58,F,homemaker,-85.32,-4719.60
58,F,farmer,1719.01,21256.19
58,M,fisher,2571.52,25631.23
58,M,fisher,2732.72,25689.45
58,F,homemaker,-65.85,-3862.37
58,M,unemployed,-69.55,-3874.84
58,M,farmer,1671.94,20428.76
58,F,fisher,2547.75,24435.08
58,F,fisher,2559.20,24618.37
58,F,farmer,1656.74,20611.73
58,F,craftsman,4672.60,30705.28
58,F,civil servant,6138.35,48517.86
58,F,unemployed,-48.82,-3047.57
58,F,craftsman,5079.95,40251.82
58,F,craftsman,4914.28,39898.50
58,M,craftsman,5060.03,39976.58
58,F,civil servant,6053.72,48772.86
58,F,civil servant,6228.25,49169.32
58,M,farmer,1567.40,19090.82
58,M,craftsman,4674.99,38175.87
58,M,fisher,2296.93,22765.15
58,M,farmer,1540.51,19017.62
58,F,farmer,1588.58,18944.40
58,M,unemployed,-32.47,-2177.81
58,F,service provider,5745.80,46267.04
58,F,unemployed,-31.54,-2205.25
58,M,homemaker,-18.45,-1462.04
58,F,farmer,1437.90,18562.09
58,F,farmer,1461.44,15314.94
58,F,craftsman,4655.43,36266.79
58,M,farmer,1496.11,18536.45
58,F,homemaker,-16.77,-1455.57
58,F,craftsman,4767.97,36443.76
58,F,service provider,5806.31,43946.71
58,F,farmer,1477.17,18692.52
58,F,craftsman,4447.34,34490.17
58,F,fisher,2281.36,20993.33
58,F,fisher,2288.21,21012.59
58,M,homemaker,-5.26,-811.52
58,F,homemaker,-5.21,-815.57
58,M,fisher,2155.92,21074.26
58,M,fisher,2270.97,20970.62
58,M,fisher,2229.33,20906.76
58,M,fisher,2240.69,20104.99
58,M,craftsman,4149.11,32412.06
58,M,fisher,2299.23,20057.48
58,M,craftsman,4413.39,32374.03
58,M,homemaker,6.79,-165.82
58,M,homemaker,6.43,-175.44
58,M,fisher,2100.05,20212.27
58,M,civil servant,5206.98,38662.70
58,M,craftsman,4387.58,32598.44
58,M,civil servant,5240.69,37159.76
58,M,fisher,2050.78,19398.13
58,F,fisher,2040.26,19096.28
58,F,homemaker,17.50,430.61
58,M,craftsman,4278.99,30802.05
58,F,service provider,4985.60,36584.32
58,F,farmer,1405.43,15953.01
58,M,service provider,5135.59,36887.88
58,X,civil servant,5155.27,35026.33
58,M,fisher,2110.51,18463.12
58,F,homemaker,27.35,992.06
58,M,farmer,1248.55,16158.94
58,F,craftsman,3832.91,29138.18
58,F,farmer,1277.20,16124.98
58,F,unemployed,27.02,1021.14
58,F,farmer,1254.03,16178.41
58,F,fisher,2021.06,17707.54
58,X,fisher,2044.18,17669.13
58,F,homemaker,36.44,1639.10
58,F,farmer,1297.60,15736.95
58,M,fisher,2049.04,17812.96
58,F,service provider,4944.97,32617.37
58,M,fisher,2084.56,17857.31
58,F,homemaker,44.23,2225.07
58,F,service provider,4458.81,31007.36
58,M,farmer,1266.29,15236.47
58,M,unemployed,46.84,2228.86
58,M,farmer,1252.98,15129.13
58,F,craftsman,3785.75,25984.62
58,M,service provider,4854.18,31014.04
58,F,homemaker,45.74,2238.14
58,F,farmer,1108.01,9452.45
58,F,farmer,1162.35,14755.21
58,M,farmer,1149.39,14807.33
58,X,homemaker,54.36,2790.30
58,M,fisher,1861.46,16548.91
58,F,craftsman,3714.29,24384.02
58,M,craftsman,3651.19,24530.99
58,F,service provider,4685.88,29279.13
58,M,homemaker,55.30,2771.49
58,M,craftsman,3403.30,23180.29
58,F,farmer,1139.20,14276.72
58,M,craftsman,3361.53,23112.53
58,M,unemployed,60.92,3377.89
58,F,homemaker,59.81,3379.51
58,F,fisher,1875.91,15789.54
58,F,farmer,1185.40,14297.63
58,M,civil servant,4321.88,27259.00
58,F,fisher,1739.38,15102.80
58,M,civil servant,4191.70,25751.91
58,F,homemaker,67.07,3930.57
58,F,civil servant,4297.55,25825.90
58,F,farmer,1066.75,13929.34
58,M,fisher,1656.58,7983.94
58,F,service provider,4074.91,25418.90
58,M,farmer,1066.07,13784.22
58,M,farmer,1038.76,7858.94
58,M,farmer,1046.23,13288.39
58,M,unemployed,73.61,4469.48
58,M,fisher,1616.21,11162.52
58,M,fisher,1754.81,14783.41
58,M,farmer,1103.08,13289.16
58,F,unemployed,71.49,4465.21
58,M,fisher,1665.06,14685.69
58,F,civil servant,3788.39,22469.38
58,F,fisher,1577.17,14082.10
58,F,homemaker,77.00,5017.59
58,F,homemaker,83.05,5009.49
58,F,fisher,1615.85,13971.28
58,M,craftsman,3325.36,19662.89
58,X,service provider,3829.11,22772.43
58,M,homemaker,81.82,5530.74
58,F,fisher,1632.30,13655.56
58,M,homemaker,83.34,5537.88
58,F,farmer,998.88,9634.41
58,F,homemaker,82.22,5536.91
58,F,unemployed,81.48,5533.82
58,F,civil servant,3808.95,19708.57
58,M,craftsman,3077.87,17350.57
58,M,craftsman,2863.77,17303.28
58,M,service provider,3475.05,19605.87
58,F,homemaker,92.50,6078.67
58,F,homemaker,90.97,6064.38
58,F,service provider,3835.58,19726.73
58,F,service provider,3499.53,18011.83
58,M,homemaker,95.40,6605.31
58,M,civil servant,3429.85,18118.55
58,M,fisher,1502.05,12546.63
58,M,craftsman,2900.52,16240.50
58,M,homemaker,90.13,6585.94
58,F,fisher,1403.73,12526.23
58,F,homemaker,96.54,7132.73
58,M,fisher,1361.07,12213.66
58,M,service provider,3261.52,16821.46
58,M,service provider,3366.95,16751.08
58,F,unemployed,98.77,7136.39
58,M,craftsman,2584.94,14213.63
58,X,service provider,3126.24,15634.88
58,M,fisher,1384.43,11800.81
58,F,craftsman,2541.64,14251.45
58,F,fisher,1392.12,11855.31
58,F,fisher,1368.12,11935.71
58,M,homemaker,103.97,7642.03
58,M,homemaker,94.77,7627.17
58,M,homemaker,102.09,7636.03
58,F,homemaker,102.40,7627.88
58,F,homemaker,102.87,7634.99
58,F,craftsman,2489.92,13403.73
58,M,farmer,856.09,11021.75
58,F,service provider,3087.23,14429.26
58,M,craftsman,2624.65,13560.97
58,F,unemployed,98.76,8169.07
58,F,craftsman,2513.43,13422.78
58,M,homemaker,99.11,8167.52
58,F,fisher,1366.68,11419.26
58,F,fisher,1253.86,11330.97
58,F,farmer,823.63,10978.69
58,F,fisher,1283.58,11376.84
58,M,craftsman,2490.18,13409.33
58,F,craftsman,2476.76,12568.98
58,M,homemaker,106.64,8685.65
58,M,craftsman,2345.62,12470.96
58,F,farmer,758.53,10675.07
58,M,fisher,1286.16,11116.24
58,F,homemaker,107.55,8690.08
58,M,civil servant,2903.54,13388.89
58,F,farmer,800.53,10691.82
58,M,unemployed,100.67,8688.65
58,F,unemployed,106.54,8695.20
58,F,fisher,1213.36,11038.91
58,M,farmer,717.80,10359.28
58,M,fisher,1234.53,10735.88
58,F,craftsman,2357.43,11681.35
58,M,farmer,777.01,10371.35
58,M,craftsman,2361.02,11677.08
58,X,farmer,768.84,10377.58
58,F,craftsman,2204.23,11610.58
58,F,farmer,756.21,10393.99
58,M,farmer,758.86,10357.43
58,F,craftsman,2224.88,11624.18
58,F,craftsman,2301.05,10883.72
58,M,fisher,1172.32,10319.36
58,F,fisher,1109.88,10288.14
58,M,farmer,738.07,10102.23
58,F,civil servant,2766.11,11116.25
58,F,service provider,2814.82,11140.61
58,F,craftsman,2156.70,10811.55
58,M,farmer,738.39,10102.39
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,X,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,X,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,X,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,X,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,X,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,X,child,0.00,10000.00
58,F,child,0.00,10000.00
58,X,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,F,child,0.00,10000.00
58,M,child,0.00,10000.00
58,M,child,0.00,10000.00
59,M,retired,1127.87,39045.88
59,F,retired,1096.63,39371.00
59,F,retired,4108.74,141756.69
59,M,retired,3538.59,119109.99
59,F,retired,1228.16,41374.65
59,F,retired,1346.10,49732.12
59,F,retired,1420.67,49742.05
59,F,retired,-1007.67,-34361.03
59,F,retired,1727.32,58676.01
59,F,retired,3759.61,118295.50
59,F,retired,-678.12,-24088.37
59,M,retired,-883.77,-31447.62
59,M,retired,1338.26,49472.96
59,M,retired,3396.42,120071.51
59,M,retired,1311.88,43228.81
59,M,retired,-910.86,-31483.83
59,M,retired,-877.10,-30174.28
59,F,retired,1284.00,41783.57
59,M,retired,-1414.53,-43620.37
59,M,retired,1070.70,39241.54
59,F,retired,2035.76,62740.26
59,X,farmer,3577.23,35724.62
59,M,retired,-832.49,-28640.34
59,M,retired,1221.97,43073.05
59,F,retired,4306.95,126228.82
59,F,retired,-949.84,-31414.26
59,F,retired,4888.13,152091.13
59,F,retired,1306.33,44622.25
59,M,retired,4690.17,153398.21
59,F,retired,1234.85,42962.75
59,M,retired,2762.41,87078.04
59,M,retired,-1165.23,-37299.20
59,F,homemaker,-599.98,-21976.53
59,F,retired,2002.02,63887.44
59,F,retired,1456.47,50290.60
59,M,retired,3513.49,119368.43
59,M,retired,2594.67,94879.79
59,F,retired,1743.85,56620.37
59,M,retired,-1281.26,-40090.13
59,F,retired,1928.28,62140.14
59,X,retired,-258.10,-8402.33
59,M,retired,-757.99,-27263.16
59,M,craftsman,5118.08,89330.35
59,M,retired,1185.73,39573.69
59,X,retired,3441.72,112184.41
59,X,retired,3676.63,125517.68
59,F,retired,3213.87,117889.31
59,X,retired,1188.77,40309.42
59,M,retired,3237.72,117435.22
59,M,retired,3708.35,125567.89
59,F,retired,4505.65,132353.67
59,M,retired,3841.35,121943.25
59,F,retired,4071.45,136016.13
59,F,retired,4474.70,148975.14
59,M,retired,-846.77,-29981.22
59,F,retired,3168.95,108253.92
59,M,retired,4088.28,125179.32
59,M,retired,1594.93,49186.37
59,F,retired,2676.89,94616.08
59,M,retired,1472.18,50434.98
59,F,retired,3454.52,113810.19
59,F,retired,1121.24,39692.74
59,F,retired,2688.00,95003.53
59,M,retired,3146.45,103712.50
59,M,retired,1377.15,49529.95
59,M,retired,2691.25,85773.33
59,F,retired,1894.72,62300.04
59,F,retired,2799.33,100185.29
59,M,retired,3451.43,117260.88
59,M,civil servant,9399.90,114364.21
59,M,retired,675.96,20782.68
59,M,retired,4735.00,152014.99
59,F,retired,2689.98,93174.13
